Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre de décès domiciliés 2024;Part des pers. âgées de 75 ans ou + 2022;Taux de pauvreté 2021;Médiane du niveau de vie 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2022;Part des ouvriers dans le nb d’emplois au LT 2022;Part des familles monoparentales 2022;Part des pers. âgées de - 15 ans 2022;Taille moyenne des ménages 2022;Part des locataires dans les rés. principales 2022;Part des locataires HLM dans les rés. principales 2022;Part des résidences principales en suroccupation accentuée 2022;Part des rés. principales dans le total des logements 2022;Part des appartements dans le total des logements 2022;Part des maisons dans le total des logements 2022;Densité de population (historique depuis 1876) 2022
42186;Rive-de-Gier;290;9.2;13.5;22790;21.1;22.3;13.6;20.4;2.41;34.4;17.8;0.4;91;38.7;61.1;300.3
42187;Roanne;1063;13.8;16.1;21380;24.3;23.4;16.1;16.1;1.99;41.4;13.5;0.4;87.2;48.8;50.6;200.2
42204;Saint-Bonnet-le-Château;85;11.4;10.4;22550;18.5;27.5;11;17.6;2.2;21.7;3;0.3;72.2;17.2;82.4;50.7
42218;Saint-Étienne;3709;11.3;20.6;20910;23.1;19.7;17.3;17.8;2.1;48.9;19.8;0.7;86.5;68.8;29.4;476.3
42222;Saint-Galmier;120;10.3;5.3;26470;14.8;19.7;10.6;17.7;2.29;25.7;6;0;91.7;21.9;77.9;205.4
42230;Saint-Germain-Laval;81;12.1;13.4;21360;23.4;31.2;9.8;16.9;2.18;20.8;3.1;0.2;74;11.1;88.6;29.4
42279;Saint-Just-Saint-Rambert;679;10.1;8.7;24490;18.1;33.2;12.6;18.7;2.34;28.4;9.6;0.2;91.3;26.5;72.9;252.6
43040;Brioude;212;13;16.3;21240;21.3;25.5;12.4;14.4;1.98;30.6;7.3;0.3;70.5;20.9;78.2;33.4
43051;Le Chambon-sur-Lignon;105;16.1;17.9;20530;21.6;23.1;11;12.7;1.97;23.1;5;0;52.4;18.3;80.8;21.8
43080;Craponne-sur-Arzon;211;16.6;15.9;20880;22.4;23.8;12;12.7;1.97;17.6;2.1;0.1;57;9.7;89.8;19.7
43087;Dunières;86;12.2;11.2;21590;23.5;33;8.7;15.9;2.23;21.6;3.3;0.3;70;18.4;81.3;32.9
43112;Langeac;184;15.6;16.3;20630;23.3;24.5;12.6;12.3;1.93;20.9;3.7;0;59.8;11.9;87.5;20.9
43137;Monistrol-sur-Loire;211;9.5;7.7;23770;16.3;34.4;11.3;18.4;2.3;25.7;5.5;0.1;80.9;19.4;79.6;106.5
43157;Le Puy-en-Velay;858;11.8;12.9;22160;17.5;20.2;13.9;15.7;2.02;34;8.2;0.2;78.4;34.5;65;71.9
43162;Retournac;75;14.2;14.3;21240;22.2;23.9;14.6;15.1;2.09;21.3;4.4;0.7;61.3;15.2;84.3;41.2
43200;Saint-Julien-Chapteuil;37;9.5;10.4;22970;14.4;22.4;11.1;18.8;2.25;21.6;2.6;0;64.9;9.2;90.5;41.3
43216;Saint-Paulien;105;13;13;21690;20;22.9;13.6;15;2.12;20.3;2;0;65;9.8;89.3;24.9
43224;Sainte-Sigolène;74;9.4;8;22500;22;42.3;11;18.6;2.4;24.6;5.8;0.6;85.2;21.4;78.1;145.2
43234;Saugues;48;16.8;19;19530;20;24.5;10.4;12.2;1.97;14.3;1.1;0;50.8;7;91.9;9.1
43244;Tence;50;12.9;13.7;21320;17.4;24.8;10.5;14.2;2.12;23.7;2.2;0.3;65.7;15.2;84.7;40.4
43268;Yssingeaux;204;11.8;10.5;22500;17.8;25;13.1;16.9;2.17;26.8;5.8;0.1;72.2;18.7;81;58.2
44002;Aigrefeuille-sur-Maine;109;6.4;5.1;23950;11.8;25.5;10.7;21.3;2.51;18.4;3.3;0.1;94.6;4.2;95.6;169.3
44003;Ancenis-Saint-Géréon;313;8.2;8.6;23070;17.7;30.3;10;20.2;2.35;27.4;8.8;0.2;92.1;15.6;83.4;108
44015;Blain;143;7.5;8.4;22970;16;16.9;12.5;21.9;2.41;26.4;7;0.1;91;11.3;88.1;76.6
44036;Châteaubriant;398;11.3;14.7;21040;24.5;30.1;11.6;18.1;2.2;27.8;7.3;0.2;86.5;15;84.5;57
44043;Clisson;234;7.9;5.9;24350;15.3;31.9;8.6;20;2.38;24.1;5;0.1;93.3;9.7;90;249.9
44051;Derval;76;8.6;12.3;21020;18.9;33.5;11.1;20.4;2.33;22.3;3.2;0.2;85.8;5.4;94.1;40.9
44055;La Baule-Escoublac;906;17.6;8.6;25950;14.9;19.4;11.6;11.3;1.91;26.5;8;0.1;45;37.5;61;295.1
44067;Guémené-Penfao;170;10.3;14.2;20890;18.7;24.4;13.5;18.8;2.22;22;2.9;0.5;80.7;6.5;92.2;45.8
44072;Herbignac;278;9.5;8.5;23230;15.1;28.8;10.4;18.5;2.27;20.9;5;0.1;67.9;5.8;92;119.8
44073;Héric;54;5.9;6.3;24240;11.8;29.9;8.7;22.2;2.58;20.9;5.2;0.3;92.1;5.4;92.5;79.6
44081;Legé;239;8.3;8.7;22080;17.4;34;9.9;21.4;2.41;21.6;5.2;0.1;90.2;5.3;94.1;72.2
44082;Ligné;75;4.8;5;24320;13;30;9.3;23.6;2.64;16.2;2.7;0.2;93.6;3.1;95.7;137.6
44084;Le Loroux-Bottereau;169;7.5;6;24540;15.4;33.2;11.2;19.9;2.39;23.3;7.2;0.1;94.7;12;87.6;212
44087;Machecoul-Saint-Même;211;9.9;9.1;22320;18.8;35.4;10.4;18.9;2.3;23.2;4;0.3;89.2;7.6;91.3;75.3
44109;Nantes;5126;8;12.4;25110;12.3;14.3;16.4;17.3;2.03;48.3;16.5;0.4;91.4;59.1;40;1060.2
44110;Nort-sur-Erdre;173;7.6;7.7;23250;15.1;18.7;13;21.6;2.46;23.3;6.1;0.1;90.3;10.8;88.7;92.1
44113;Nozay;131;6.8;10.3;21850;16.1;25.4;12;22.5;2.43;23.5;4.4;0.1;89.9;6.1;93.1;59.6
44120;Le Pellerin;91;6.6;6.1;23740;13.5;16.5;11.4;21.7;2.41;22.2;7;0.3;92.1;10.2;89.3;119.5
44129;Pontchâteau;419;8.2;8;22760;15.9;27.1;11.2;20.8;2.35;19;3.4;0.1;89.5;7.4;91.9;106.2
44131;Pornic;491;15.1;7.8;24970;14.7;19.8;11.6;13.3;2;24.8;4.1;0.2;53.4;13;83.6;193.5
44154;Saint-Brevin-les-Pins;356;10.8;7.9;23630;17.8;24.8;11.4;16.8;2.15;25.6;4.3;0.1;75;19.4;79;157.6
44158;Saint-Étienne-de-Montluc;148;6.5;5;26360;10.9;28.7;8.9;22.3;2.55;17.8;5.2;0.1;94.1;7.5;92;134.6
44180;Vallons-de-l'Erdre;81;9.1;12.3;21280;24.1;48.4;12.5;20.2;2.35;24.1;6.1;0.3;85;6.5;93;33.3
44184;Saint-Nazaire;1367;11.4;13.5;22690;17.1;26;16.7;16.7;2.01;41.5;17.3;0.4;80.7;48.4;50.7;434.1
44186;Sainte-Pazanne;160;7.4;6.6;23530;15;25.8;10.5;20.9;2.43;23.2;3.7;0.1;92.1;5.8;93.8;102.4
44188;Saint-Philbert-de-Grand-Lieu;177;6.4;6.2;23800;13.6;29.8;9.7;22.2;2.49;19.9;4.1;0.2;93.2;4.9;94.7;121.5
44195;Savenay;215;6.9;6.2;24330;13.8;31.4;11;22.7;2.52;22.1;6.3;0;91.3;9.2;90.3;118.3
44209;Treillières;98;5.2;5;26630;8.4;25;11.1;23.7;2.66;19.8;6.8;0.3;94.2;10.9;88.4;252
44212;Vallet;155;5.7;6.2;24060;13.7;32.2;10.4;21.2;2.44;23.4;4.7;0.1;94.3;7.1;92.5;159.9
44213;Loireauxence;74;9.6;10.3;21590;24.2;25.1;11.5;21.1;2.34;25.5;7.2;0.6;88.8;7.9;91.5;63.5
45028;Beaugency;261;10.5;10.3;23490;19.2;23.5;13.3;18.6;2.26;25.7;8.7;0.5;84.4;16.5;82.8;66.6
45030;Beaune-la-Rolande;190;12.3;12.1;22110;26.1;23.5;15.2;17.7;2.22;22.2;7.4;0.4;77.8;7.6;92;43.4
45031;Bellegarde;82;12.9;11.6;22580;26;25;13.5;16.1;2.15;24.9;9;0;80.6;8.6;91.2;41.7
45053;Briare;279;14.6;15.9;21590;26.8;25.1;13.6;15.5;2.04;28.8;12.1;0.2;73.8;12.5;86.7;37.7
45082;Châteauneuf-sur-Loire;166;9.5;8.6;24060;19.4;28.1;12.7;19.2;2.3;26.2;7;0.4;85.5;10.9;87.9;55.7
45085;Châtillon-Coligny;177;12.8;14;22120;26.7;31.3;13.1;16.6;2.09;23;9.6;0.3;75.3;8.1;91.5;28.7
45115;Courtenay;189;12.9;13.7;21860;25.6;33.7;12.5;16.6;2.11;20.4;6.1;0.3;69.6;7.6;91.5;39.7
45145;Ferrières-en-Gâtinais;122;10.1;10;22940;22;31.8;12.7;18.2;2.25;16.4;3.1;0.5;80.2;4.9;93.7;66.1
45146;La Ferté-Saint-Aubin;176;9.6;7.2;25340;16.1;20.9;13.2;18;2.25;22.8;9.7;0.1;85.9;6.3;93.4;38
45155;Gien;331;12.4;17.8;21680;28.1;30.7;15.6;17.5;2.15;32.9;13.3;0.3;80;24.2;75.1;62.4
45173;Jargeau;173;8.7;8;24990;16.2;27.7;10.6;19.7;2.36;22.9;8.9;0.2;90.3;11.7;87.8;112.6
45187;Lorris;123;12.2;12.3;22710;26.3;27.9;11.1;17.4;2.17;21.2;5.9;0;77.2;4.3;95.2;34
45191;Le Malesherbois;108;8.7;13.1;22720;25;38.9;16.1;18.9;2.28;28.2;11.8;0.9;84.3;22.8;76.8;66.5
45203;Meung-sur-Loire;199;9.8;6.5;25210;18;30.8;12.9;19;2.34;21.1;5.1;0.2;90.5;8.7;90.8;112.4
45208;Montargis;849;11.6;20.3;20990;26.6;22.9;18.6;18.5;2.15;38.4;20.9;0.8;87.1;29.6;70;182.9
45224;Neuville-aux-Bois;146;8.2;6.6;24930;16.6;29.3;12;19.9;2.42;18.5;7.3;0.2;90.3;7.5;91.3;62.9
45234;Orléans;2446;8.8;15.1;23460;18.2;20.4;17.7;18.5;2.14;45.5;17.4;0.7;90;50.5;48.7;439.2
45248;Patay;89;9.6;9.1;23190;21.6;27.5;12.8;20.6;2.35;22.4;7.5;0.4;84.5;7.6;92.2;25.4
45252;Pithiviers;244;9.6;13.6;22100;27.2;29.4;15.1;18.2;2.28;31.3;14.6;0.8;85.9;24.6;74.7;62.5
45258;Puiseaux;104;10.4;9.9;23770;22.2;25.5;14.3;17.4;2.26;17.9;4.8;0.3;80.7;8.9;90.6;44.3
45315;Sully-sur-Loire;282;11.1;12.3;23040;24.2;30.1;12.4;17.9;2.22;27.1;8.9;0.4;79.1;9.5;89.7;42.9
46042;Cahors;567;12.7;14.3;22480;17.3;16.9;16.5;14.7;1.98;33.1;10.2;0.2;80.2;26.5;72.6;54.4
46045;Cajarc;96;17.8;20.2;20790;18.8;14.9;15.8;11.5;1.91;18.8;1;0.3;56.6;7.4;91.5;13.9
46063;Castelnau-Montratier;40;17;N/A - secret statistique;20380;26.9;9.4;12.7;11.3;1.97;22.7;2.2;0;67.2;5.8;94;19.4
46102;Figeac;278;13.8;14.5;22720;15.9;22.3;13.4;13.8;1.96;30.1;5.5;0.3;74.7;22.5;76.5;40.8
46127;Gourdon;334;17.1;17.4;21200;20.3;19.8;10.6;11.5;1.95;21.3;2.7;0.2;64.5;7.8;91;22.2
46128;Gramat;134;15.1;13.3;21900;18.3;25.3;10.8;12.9;2.01;25.6;3.5;0.1;68.4;10.9;87.3;25.5
46143;Lacapelle-Marival;81;16.4;15.5;21480;22.7;21.5;8.3;13.2;2.02;25.3;3.7;0;70.1;8.4;89.5;26.3
46225;Prayssac;307;17.9;18;21220;21.3;23.5;13.5;11.7;1.94;21.3;3.2;0.3;67.8;7.4;91.4;27
46251;Saint-Céré;403;15.5;14.9;21830;20.5;27.5;12.6;13.2;1.97;24;3.3;0.2;69;12;87;36.1
46309;Souillac;206;16.3;15.9;21250;20.9;22.4;12.4;12.3;1.92;27;4.6;0.1;64.6;14.9;83.9;38.4
46330;Vayrac;64;15.8;13.9;21570;21.5;15.5;16.6;13.1;2.02;20.9;3.4;0.6;68.3;6.8;91.8;64.8
47001;Agen;1167;11.1;15.6;22330;18.5;20.9;17.2;16.6;2.05;38.9;10.8;0.4;85.2;30.9;68.2;112.3
47004;Aiguillon;147;13.2;21.8;19540;30.8;36.8;16.2;16.4;2.22;31;2.6;0.6;79.6;12.5;86.7;70.9
47052;Casteljaloux;221;16.6;17.1;21030;24.7;22.9;15.9;13.1;2;30;5.1;0.2;78.9;11.9;87.1;20.1
47057;Castillonnès;93;16.9;21.4;20600;21.9;23.3;12.2;12.6;2.02;19.8;0.5;0.4;69.4;6.1;93.2;23.2
47106;Fumel;309;16.3;20.9;19670;27.1;24.6;13.5;13.5;2.04;24.2;3.3;0.3;74.6;9;89.4;38.7
47157;Marmande;620;14;17.5;21050;25.5;28.3;14.3;14.8;2.06;32.3;5;0.3;85.5;19;80.3;76.7
47168;Miramont-de-Guyenne;182;16.6;19.7;19750;27.7;22.1;11.9;13.9;2.04;24.9;2.6;0.3;79.4;10.3;89.2;38.8
47175;Monflanquin;181;16.3;18.5;20690;23.9;20.8;13.8;14.1;2.06;23.2;1.1;0.1;70.7;6.7;92.2;24.2
47195;Nérac;325;16.1;17.3;21010;23.7;23.3;14.3;14.5;2.06;26.2;1.9;0.3;76.3;13.8;85.5;31.3
47310;Tonneins;309;13.4;19.4;20010;28.9;29.1;16.1;16.3;2.14;30.3;4.1;0.4;84.2;14;85.4;65.2
47323;Villeneuve-sur-Lot;829;14.5;19.3;20330;24.2;24.4;14.8;15.6;2.09;31.7;4.3;0.3;83.2;16.7;82.7;85.9
48034;La Canourgue;91;13.5;14.4;21460;21.8;23.5;16.1;15.1;2.05;25.9;4.1;0.2;56;12.9;86.8;14.7
48061;Florac Trois Rivières;92;12.8;20.1;20660;18.7;18.7;15.5;14.7;1.92;30.2;5.7;0.2;46.4;14.9;84.5;7.6
48080;Langogne;213;15.1;19.2;19990;24;19;12.3;11.6;1.94;22.4;3.3;0.2;43.6;15.4;84.1;9.2
48092;Marvejols;134;13.2;13.2;22220;21.4;19.8;12.8;15.8;2.05;30.3;6.1;1;67.3;29.7;69.4;31.8
48095;Mende;202;10.4;12.1;22770;15.6;17;13.2;16.7;2.04;38.6;11.7;0.4;72;33.3;66.1;26
48140;Saint-Chély-d'Apcher;196;13.6;15;21290;20.4;21.9;12.2;13;1.98;27.3;5.2;0.4;60.5;17.3;82.3;16.6
49007;Angers;2260;9.7;14.7;23120;16.8;18.1;16.7;16.4;1.99;54.2;23.8;0.3;91.9;57.3;41.5;537.9
49018;Baugé-en-Anjou;200;12.6;11.9;21330;26.6;30;10.1;18.6;2.25;28.9;12.6;0;85;8.1;91;44
49021;Beaufort-en-Anjou;188;9.6;8.3;22590;21.3;26.5;9.1;19.4;2.36;25.5;10.1;0;91.6;8.3;90.8;103.2
49023;Beaupréau-en-Mauges;232;10.1;7.7;21990;23.7;30;9;20.3;2.37;25.7;9.2;0.1;93.2;7.3;91.9;103.7
49050;Brissac Loire Aubance;77;7.8;6.8;23900;15.3;30;9;19.8;2.44;21.8;8.3;0;90.3;7.4;92.3;84.8
49054;Candé;107;10.7;12.9;21140;23.9;28.7;12.2;20.8;2.36;30.2;10;0;88.2;7.6;90.3;40.3
49063;Chalonnes-sur-Loire;99;11.3;8.1;23140;21.8;27.6;10.9;18.7;2.25;30.6;10;0.1;88;18;80.9;121
49080;Les Hauts-d'Anjou;165;11;10.7;21470;24.4;34.7;10.6;19.1;2.33;29.5;14;0.3;88.3;6.8;92.3;53.3
49092;Chemillé-en-Anjou;234;9;8.9;22250;22.3;33.6;8.8;20.7;2.41;26.8;10.4;0.1;90.9;8.3;91.4;70.9
49099;Cholet;745;10.5;10.6;22530;22.6;30.2;11.6;18;2.17;34.9;14.3;0.1;93.5;26.2;72.6;186.8
49125;Doué-en-Anjou;172;11.2;11.9;21490;26.2;37;12.9;19.1;2.28;30.5;11.5;0.4;87.7;9.9;89.4;56.6
49126;Orée d'Anjou;114;8.1;6.7;22910;18.9;27.4;9.4;20.7;2.42;22.6;5.7;0.1;91.4;4;95.7;108.6
49127;Durtal;59;8.7;10;21760;24.7;39.8;10.8;21;2.35;29.6;12.7;0.4;86.6;6.8;92.8;59.3
49176;Le Lion-d'Angers;122;7.7;7.5;22790;18.5;29.1;8.8;22.8;2.53;29.9;11.1;0.1;91.1;9.7;89.7;69.2
49180;Longué-Jumelles;91;12.3;13.7;21000;29.9;39.3;13.4;17;2.18;34;16;0.5;88.9;8.4;89.9;66
49214;Montreuil-Juigné;118;8.2;6.3;24450;14.4;32.8;9.1;20.1;2.45;29;15.9;0.3;94.5;13.6;84.7;149.3
49215;Montreuil-Bellay;101;12.3;13.5;21090;27.2;40.5;14;17;2.17;28.4;14.1;0.1;83.2;11.2;88.1;55.2
49218;Montrevault-sur-Èvre;137;9.9;8.5;21620;25.9;32.4;8.1;19.9;2.37;19;7.3;0.1;91.2;4;95.8;78.9
49228;Noyant-Villages;86;14.6;19.6;19500;29.6;37.4;12.2;14.8;2.09;26;8.3;0.5;74.4;3.3;94.8;18.6
49244;Mauges-sur-Loire;272;11.1;8.5;21960;23.8;36.8;8.7;19.2;2.34;26.1;10.6;0.1;89.3;6.5;91.3;89.2
49248;Ombrée d'Anjou;226;12.2;14.7;20640;29.5;36.2;11;17.5;2.21;28.5;11;0.4;85.3;6.7;91;41
49261;Gennes-Val-de-Loire;98;11.6;11.7;22060;23.2;28.2;11.8;18.5;2.22;25.1;10.7;0;83.3;5.1;93.1;61.7
49283;Saint-Georges-sur-Loire;102;9.4;5.5;24360;15.5;23.8;11.7;19;2.4;24.7;8.5;0.3;91.1;7.9;91.6;105
49301;Sèvremoine;247;8.6;6.8;22820;20.4;32.4;8.1;20.3;2.41;22;6.9;0.1;94.1;4.1;95.2;122.8
49307;Loire-Authion;118;8.4;5.6;24530;16.1;27.8;7.7;20;2.44;20.2;6.7;0.1;94.4;5.1;91.9;145.9
49328;Saumur;669;12.1;14.6;21410;26.1;25.2;12.6;16.9;2.09;37.4;14.8;0.3;83.9;26.6;72.7;103.3
49331;Segré-en-Anjou Bleu;206;11.1;11.3;21480;25.7;35;12.6;19.5;2.24;34.6;15.5;0.2;89.6;15.7;83.7;65.2
49333;Seiches-sur-le-Loir;51;7.6;8.5;22600;20.1;37.3;7.1;20.6;2.47;26.6;11.2;0.2;89.7;8.3;91.3;70.6
49345;Bellevigne-en-Layon;97;8.9;7.7;22920;16.1;36.5;9.3;19.8;2.39;21.6;9.2;0.1;89.8;4.2;95.1;67.6
49347;Tiercé;96;8.3;6.7;23820;17;29.2;7.1;20.2;2.43;22.1;6.3;0.2;90.8;7.5;91.7;98.8
49373;Lys-Haut-Layon;143;12.2;11.1;21300;27;34.5;9.5;18.1;2.26;24.2;10;0.2;86.3;5.4;94.2;38
50003;Agon-Coutainville;122;17.2;9.9;24230;20.5;23.6;9.5;11.8;1.92;23.9;5.5;0.3;56.7;6.4;90.1;113
50025;Avranches;443;12.5;10.2;22680;21.5;27.3;12.3;17.1;2.11;32.8;10.1;0.2;82.5;16.3;82.9;95.6
50031;Barneville-Carteret;87;17.2;11.2;23930;23;24;7.2;11.8;1.91;24.5;7;0;45.1;11.7;86;61.6
50074;Brécey;91;15;15.3;20840;29.8;43.5;10.6;15.3;2.05;30.1;7.3;0.2;75;5.9;92.6;39
50076;Bréhal;191;13.7;10.5;22840;21.7;32.9;9.3;15.1;2.11;23.4;4.4;0.3;68.3;4.3;91.3;89.2
50082;Bricquebec-en-Cotentin;89;10.4;9.2;22790;21.2;31.5;10.5;18.4;2.27;25.4;8.7;0.1;87.8;4.7;94.8;66.9
50099;Carentan-les-Marais;225;12.8;13.3;21510;28;38.1;12.5;15.9;2.09;35.1;16.6;0.2;84.1;15.9;83;52.8
50129;Cherbourg-en-Cotentin;1167;9.6;11.6;23640;17.6;21.4;15.1;16.3;2.02;46.5;27.7;0.2;89;37.7;60.9;269
50147;Coutances;339;12.6;13.3;21780;23.3;24.7;13.7;14.8;2.03;34.7;14.4;0.2;73.6;18.6;76.9;87.7
50218;Granville;453;17.3;9.9;23940;20.6;21.1;13.9;12.2;1.88;36.5;11.1;0.1;63.9;31.3;67.4;224.9
50236;La Haye;436;13.7;12.7;21490;27;33.4;11.2;14.8;2.08;25.5;9.8;0.1;64.2;3.8;92.9;46.7
50341;Montebourg;79;12.7;11.5;21510;26.4;36.8;13.2;15.6;2.1;31.4;14.6;0;73.9;6.2;91.9;55.5
50359;Mortain-Bocage;180;16.3;15.4;21040;32.8;31.1;9.5;13.8;2.04;26.5;7.8;0.1;72.3;9.9;89.6;33.5
50394;Périers;160;13;14.1;20540;26.7;24.5;10.5;17.2;2.17;27.5;10.1;0;80;5.9;93.3;46.8
50402;Les Pieux;124;8.5;7.6;24170;19.5;24.1;10.3;18.4;2.27;29.5;10.2;0;71;2.8;94;95.2
50410;Pontorson;184;15.3;13.2;21310;27.5;21.5;12;14.8;2.05;27.2;5.7;0.1;73.6;10.7;88.9;48.8
50484;Saint-Hilaire-du-Harcouët;209;15.5;13.5;21250;32.8;31.1;8.9;14.3;2.03;31;8;0.1;79.1;14.5;84.3;57.4
50487;Saint-James;153;14.5;13.5;21120;30.4;28.7;11;16.3;2.14;32.5;7.2;0;78.4;7.9;91.9;49.9
50502;Saint-Lô;679;10.7;11.6;22300;21.8;23.6;13.2;17.5;2.09;36.6;17.9;0.1;89.3;22.3;76.8;97.8
50539;Saint-Pierre-Église;70;12.6;9;23060;19.6;22.7;12.1;15.2;2.13;18.6;3.7;0.2;68.9;3.2;95;68.2
50582;Sourdeval;73;18.7;18.4;19920;36.6;25.5;10.1;12.8;2.01;25.9;8.9;0;72.2;6.5;92.9;35.9
50601;Torigny-les-Villes;139;11.3;11.7;21950;24.7;35.8;11.2;17.9;2.22;31;10.4;0.4;83.2;7.3;91.9;60.9
50615;Valognes;294;13.3;10.9;22690;23.1;29.2;11.6;15.3;2.09;30.2;12;0.2;75.3;12.6;86;82.4
50639;Villedieu-les-Poêles-Rouffigny;295;13.4;14.2;21120;26.4;31.1;11.4;16.7;2.12;31;8.8;0.1;76.7;7.4;92;47.2
51030;Aÿ-Champagne;121;12.7;6.7;25340;24.4;31.4;15.6;13.9;2.04;30.1;14.5;0.1;89.6;24.2;75.2;92.3
51108;Châlons-en-Champagne;773;10;15.2;22530;22.3;23.2;17.3;17.5;2.07;46.2;27.9;0.3;91.4;46.4;52.6;76.5
51217;Dormans;190;10.4;10.7;23560;25.1;31.7;10.6;16.8;2.2;21.7;3.5;0.3;79;8.4;91.2;34.9
51230;Épernay;591;10.6;11.9;24020;22.9;30;13.7;15.9;2.08;33.7;14.1;0.1;85.6;33.5;65.7;80.5
51248;Fère-Champenoise;51;10;13.9;22600;28.2;36.6;16.4;17.3;2.15;30.1;13.1;0;85.9;8.8;90.3;17.4
51250;Fismes;192;8.1;12.6;22480;23.1;27.2;12.5;19.7;2.39;27.1;13;0.4;87.3;10.1;89;47.8
51380;Montmirail;92;10.9;14.5;21890;27.4;31.4;12.7;17.6;2.21;26.9;8.7;0.1;81;11;87.9;26
51388;Mourmelon-le-Grand;55;5;9.7;23090;17.8;16.7;13.1;21.4;2.54;34.5;17.1;0;90.7;15.5;84;43
51454;Reims;2352;8.4;16.8;22920;20.4;20.2;18.3;17.1;2.04;55.5;29.3;0.5;88.5;59.1;39.6;221.2
51507;Sainte-Menehould;288;13.9;14.8;21690;28;27.7;12.4;15;2.08;24.9;8.3;0.1;77.5;12.8;86.7;14.2
51535;Sézanne;217;11.1;12.8;22810;26.1;31.8;12.4;17.1;2.17;25.8;8.4;0;79.3;11.7;87.4;23.7
51559;Suippes;63;7.3;12.9;21450;22.4;14.8;10.6;21.2;2.43;34.9;14.6;0;88.7;12.2;87.3;15.6
51612;Blancs-Coteaux;85;10.6;8.5;25230;23.7;33.9;9.3;16.6;2.19;18.8;5.1;0;86.2;8.5;91.1;27.5
51649;Vitry-le-François;400;11.3;15;21560;28.6;31.2;13.4;17;2.14;34.2;18.1;0.2;86.9;24.9;74.8;33.4
52060;Bourbonne-les-Bains;100;18.3;18.2;20410;32.6;24;10.5;12;1.9;16.7;3.6;0.4;51.6;21.7;77.8;14.1
52093;Chalindrey;73;12.8;11.5;21780;22.5;41;14.5;15.6;2.06;21.5;8.6;0.2;82.5;13.1;86.6;32.9
52121;Chaumont;475;11.5;13.7;22320;22;22.2;15.7;14.7;1.96;40.2;22.4;0.1;86.2;33.5;65.8;32.5
52197;Fayl-Billot;69;17.1;15.2;20690;29.6;24.6;9.7;12.5;2;14.7;3.8;0.5;65.2;4.7;95;14.3
52250;Joinville;218;13.4;18.1;20080;29.2;32.4;15.4;15.7;2.07;28.3;12.3;0.4;77.4;15.2;84.5;20.1
52269;Langres;204;11.6;13.6;22450;24.2;30.8;13.5;15.5;2.01;37.8;18.9;0.1;80.7;29.1;70.3;24.4
52331;La Porte du Der;136;13.3;15.2;21400;28.5;30.6;11.4;15.6;2.1;25.5;9.1;0.1;74.8;11.3;88;17.6
52353;Nogent;208;12.5;12.7;21440;28.8;37.6;12.4;15.8;2.09;22.2;8;0.1;80.8;12;87.5;20.9
52448;Saint-Dizier;562;10.8;17.5;20770;26.8;25.1;16.5;16.3;2.08;36.7;17.9;0.4;86.9;31.2;68;87.1
52550;Wassy;93;11;15;20900;28.6;33.2;15;17.2;2.19;26.1;10.4;0;81.9;14.5;84.7;31.4
53003;Ambrières-les-Vallées;66;14.9;13.3;21460;29.7;28;6.1;16.5;2.19;20.3;3.6;0.3;74.2;3.7;96.1;42.6
53062;Château-Gontier-sur-Mayenne;303;11.2;9.8;22250;23.7;31.1;9.7;18.5;2.23;30.1;7.9;0.2;89.2;14.2;85;61.7
53077;Cossé-le-Vivien;81;10.3;9.1;21940;20.7;28.4;9.1;20.1;2.41;23.3;5.3;0;90.1;5.2;94.3;47.3
53084;Craon;104;13.1;11.6;21860;25.4;35.5;8;17.7;2.25;25.6;7;0;86.1;7.2;91.4;49.3
53096;Ernée;200;13.7;11.7;21540;28.1;32.2;9;17;2.18;24.9;5.8;0.1;82.3;6.6;92.8;38.7
53097;Évron;343;12.6;12.8;21500;25.9;38.8;11.1;17.3;2.2;25.9;6.9;0.2;81.4;9.5;89.6;36.7
53107;Gorron;82;15.8;15.6;20410;30.9;38.6;13.4;14.6;2.05;24.6;6.4;0.2;75.8;6.3;93.4;34.9
53130;Laval;999;9.8;11.3;23070;20.4;25;13;18.3;2.13;39.9;15.5;0.3;90.5;34.8;64.5;149.3
53147;Mayenne;319;10.1;10.2;22810;23.6;30.3;10.4;17.8;2.16;32;6.8;0.1;85.8;19.2;79.8;67.2
53152;Meslay-du-Maine;78;11.6;9.4;22170;24.1;35.2;8.8;18.9;2.3;27.7;6.8;0.3;85.2;7.6;91.3;34.2
53185;Pré-en-Pail-Saint-Samson;114;14.5;15;20890;31;35.8;9.7;16.5;2.12;21.7;4;0.3;68.9;4;95.7;28.7
53271;Villaines-la-Juhel;74;15.7;14.7;20980;32.5;33.7;9.9;13.6;2;25.9;9.9;0.4;75.3;9.1;90.5;27.8
54039;Baccarat;107;12.4;15.8;21470;26.4;31.5;16.7;16.3;2.09;27.8;5.2;0.2;82.5;28;71.4;43.8
54076;Blainville-sur-l'Eau;80;8.6;9.7;23260;19.9;26.8;13.6;18.1;2.28;31.6;16.5;0.1;93.6;18.2;80.6;149
