CartoSanté; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des bénéf. ophtalmo. dans pop. 2024;APL Médecins généralistes 2023;Densité d'orthophonistes lib. 2024;Densité de généralistes lib. 2024;Densité d'infirmiers lib. 2024;Densité de sages-femmes lib. 2024;Part des bénéf. en ALD dans la pop 2024;Densité des pharmacies pour 10 000 hab. 2024
54580;Villerupt;12.1;2.7;33.7;4.3;11.3;1.4;13.9;2.9
55029;Bar-le-Duc;28.4;3.3;12.8;6.1;13.5;1.9;22.2;3.2
55122;Commercy;21.9;3.6;22.7;7.9;10.8;3.3;18.3;3.4
55181;Étain;17.1;3.9;16.6;8.3;16.6;0;17.3;3.3
55291;Ligny-en-Barrois;25.4;2.8;15.7;7.9;18.1;0;22.1;3.1
55351;Montmédy;13.1;1.4;17.3;1.7;17.3;0;14.4;3.5
55427;Revigny-sur-Ornain;27.6;4.6;7.1;11.4;17.8;0;20.6;3.6
55463;Saint-Mihiel;21.3;3.8;22.6;10.5;15.1;3.1;18.5;3
55502;Stenay;19.7;3;29.7;6.9;12.9;2;19.6;3
55533;Vaucouleurs;23.4;3.7;25.1;7.5;20.1;0;19.7;5
55545;Verdun;19;3.8;18.7;8.4;14;2.3;18.4;3
56001;Allaire;31.2;3.2;22.3;4.5;8.9;0;20.7;2.2
56003;Arradon;33.9;5.4;34.4;17.2;13.7;3.2;19.9;3.4
56007;Auray;27.6;5;53.5;13.2;23.2;2;18.5;3
56010;Baud;31.5;2.7;16.6;5.5;18.3;2.2;18;2.8
56013;Belz;28.9;4.4;44.6;12.6;23.8;0;20.8;3
56034;Carnac;32.2;4.2;48.1;15.6;37.2;0;24.2;6
56053;Elven;26.8;4.2;39.9;6.8;14.2;3.4;15.6;1.1
56057;Le Faouët;21;3.1;35.8;5.4;25.1;0;21;2.7
56061;La Gacilly;32.7;3;46.5;5.4;18.6;0;20.1;2.3
56066;Gourin;20.7;2.6;0;7.5;15;7.5;22.4;3.8
56067;Grand-Champ;28.3;3.4;54.9;7.7;13.2;4.3;15.9;1.1
56073;Guémené-sur-Scorff;27.4;2.5;67.4;6.7;33.7;3.3;22.8;3.4
56075;Guer;28.8;3.7;31.7;10.6;26.5;0;16.6;2.1
56078;Guidel;26.9;4.4;49;8.2;14.7;3.2;16.6;2.5
56083;Hennebont;27.5;4.7;48.7;8.6;19.7;3.9;16.7;3.1
56091;Josselin;31.7;3.3;56.1;7.5;34.6;1.9;19.5;2.8
56098;Lanester;24.8;5.5;33;10.9;16.5;2.6;18.1;3
56117;Locminé;30.5;3.3;47;7.2;19.6;2.7;17.5;3.3
56121;Lorient;25.7;4.5;50.6;11.1;24.6;3.4;18.2;3.6
56124;Malestroit;30.2;2.9;39.7;7.9;22.1;3.4;18.9;2.8
56127;Mauron;33.9;3.1;0;8.6;13.7;0;20.5;1.7
56143;Muzillac;33.5;4;40.4;11.4;16.8;1.3;23.2;2.7
56147;Nivillac;25.5;4.2;23.3;8.6;12.4;1.5;21.5;1.6
56152;Le Palais;17.9;5.7;17.9;14.3;12.5;3.5;19.5;1.8
56164;Ploeren;30.6;8.5;29.5;7.4;17.7;0;17.2;1.5
56165;Ploërmel;32.7;3.5;39.4;6.7;15.4;2.3;17.6;2.8
56166;Plouay;25.8;3.2;38.3;7.7;21.5;1;20.1;3.4
56169;Plouhinec;30.8;3.6;33.2;8.3;26.5;0;21.9;5
56177;Pluvigner;28;3.3;35.3;8.5;26.1;4.2;16.1;2.1
56178;Pontivy;31.6;2.9;22;6;16.8;2.2;18.3;2.7
56184;Questembert;28.2;3.6;45.9;11;17;2.7;19.6;3.2
56186;Quiberon;35.4;3.2;40.4;9.4;35;2.5;26.4;5.4
56193;Riantec;28.7;2.9;47.9;12;20;3;20.1;3.2
56240;Sarzeau;45.1;3.6;32.7;7.2;29.5;0;27.1;3.3
56251;Theix-Noyalo;32.3;5.1;37.1;11.7;20.4;3.6;20.9;1.9
56260;Vannes;31.4;5.5;63.5;14.5;19.8;4;21.6;3
57019;Amnéville;26.5;4.5;35.5;9.1;14.7;3;20.1;2.3
57089;Bitche;29.6;2.2;24.8;4;21.3;1;21.8;3.5
57097;Boulay-Moselle;32.4;3.4;23.6;7.1;18.1;3.1;N/A - secret statistique;1.6
57106;Bouzonville;36.3;2.4;36.3;4.7;15.6;3.1;16.7;1.6
57132;Château-Salins;24.2;4.2;30.5;13.2;20.3;2;20;3
57160;Creutzwald;27.4;3.4;16;5.7;21.7;1.2;18.1;2.6
57177;Dieuze;24.8;3.1;20.6;7.2;18.5;4;23.3;4.1
57207;Farébersviller;28.8;3.3;18.7;3.1;26.1;0;18.5;2.5
57209;Faulquemont;23.8;3;13;3.9;18.8;3.8;17.5;1.9
57227;Forbach;28.8;3.3;16.5;4.5;22.2;1.6;17;2.6
57240;Freyming-Merlebach;25.6;4.6;7.7;2.7;23.1;1.5;18;3.1
57269;Guénange;27.7;5.2;22;5.5;11;3.2;18.1;2.2
57323;Hettange-Grande;17.6;2.3;32.8;6;4.4;2.2;13.2;1.6
57413;Longeville-lès-Saint-Avold;24.9;3.7;61.6;3.1;18.5;0;17.5;0
57443;Marange-Silvange;26.3;4;46.7;7.5;8.4;0;17.9;1.9
57463;Metz;25.3;4.6;39;9.3;13.3;2.7;N/A - secret statistique;2.5
57483;Morhange;22;2.4;26;5.8;24.7;3.9;20.8;3.2
57540;Phalsbourg;32.6;3.3;43.8;5.1;26.3;0;19.4;2.2
57556;Puttelange-aux-Lacs;29.9;3;27.4;7.3;15.6;0;19.1;1.8
57572;Rémilly;25.8;4;38.9;12.6;16.5;3.9;N/A - secret statistique;1.9
57589;Rohrbach-lès-Bitche;32.3;2.8;19.3;4.8;18.4;1.9;20.1;2.9
57606;Saint-Avold;24.2;3.9;30.5;7.5;21.9;3.8;19.2;2.8
57628;Sarralbe;31.2;3.6;23.6;10.2;18.9;0;22;2.4
57630;Sarrebourg;28.6;3.4;19.8;7.2;21.1;2.5;20.6;2.5
57631;Sarreguemines;30.3;3.6;26.5;8.1;22;1.6;21.4;2.6
57672;Thionville;23.8;3.7;34.9;7.1;12.5;2.3;17.7;2.4
58059;La Charité-sur-Loire;27.1;1.6;12.2;4.3;15.3;0;22.5;2.4
58062;Château-Chinon (Ville);23.6;2;19.5;4.9;16.5;0;20.9;5.8
58079;Clamecy;26.4;2.3;9.6;5.3;13.4;0;22.8;4.8
58083;Corbigny;24.9;2.9;23.9;6;10.8;0;N/A - secret statistique;2.4
58086;Cosne-Cours-sur-Loire;30;2.6;9.8;6.4;14.5;0.9;22.3;3.4
58095;Decize;22.5;2.3;5;4;13.1;1;24.6;3
58134;Imphy;23.2;1.7;18.1;3.6;18.1;0;22.2;3.6
58149;Luzy;28.3;5.2;21.6;12.9;19.4;4.1;24.5;4.3
58194;Nevers;25.2;2.9;12.6;5.7;12.6;1.8;21.1;3.6
58218;Prémery;24.9;2.1;0;5.3;23.9;0;N/A - secret statistique;2.7
58264;Saint-Pierre-le-Moûtier;18.4;2.3;0;6.4;17;0;21.9;8.5
59011;Annœullin;29.2;3.8;54.8;6.7;14.9;2.3;17.5;2.7
59015;Arleux;24.2;3;23;6.3;24.1;1.1;17;3.4
59017;Armentières;25.1;5.1;62;11.8;15.2;2.7;17.1;3.3
59033;Aulnoye-Aymeries;27.5;2.4;33.3;3.8;27.1;1.8;18.9;3.3
59036;Avesnes-sur-Helpe;24;3.6;44.5;8.1;22.6;2.2;18.5;2.6
59037;Avesnes-les-Aubert;23.2;3;29.6;7.9;23.7;0;17.2;4.9
59051;La Bassée;24;5;53;9;15.4;3.2;17.2;3.2
59053;Bavay;27.5;2.8;46.5;6.2;9.3;0;16.2;2.3
59067;Bergues;32.1;3.1;41.9;7.9;20.5;1.8;16.3;3.3
59094;Bourbourg;30.5;2.9;9.7;6.8;13.6;0;17.7;3.9
59107;Bray-Dunes;30.6;2.5;20;7;13;0;20;4
59122;Cambrai;25.9;3.1;41.3;5.9;22.5;1.3;N/A - secret statistique;4
59136;Le Cateau-Cambrésis;17.8;3.3;14.4;3.6;14.4;0;17;4.3
59139;Caudry;21.7;3.2;26.9;4.6;16.1;1;N/A - secret statistique;3.5
59168;Cysoing;32.6;3.8;45.2;9.9;17.2;8.8;14.8;2.7
59172;Denain;23;4.5;46.6;7.5;15.7;0.7;18.2;3.5
59178;Douai;22.8;4;47.4;7.8;16.3;2.4;17.5;3.3
59183;Dunkerque;31.1;3.6;37.7;7.1;18.7;1.5;18.2;4
59239;Flines-lez-Raches;25.3;3.1;70.5;7;28.2;0;16.5;3.5
59249;Fourmies;20.7;3.1;10.9;3.8;12.5;3.1;19.6;2.7
59273;Gravelines;30.2;2.8;36.9;5.5;11.4;1.5;16.5;3.7
59295;Hazebrouck;32.5;3.8;56.7;8.6;14.3;4.6;17.5;3.3
59324;Jeumont;24.3;3.2;35.3;8.2;14.1;0;19;2.9
59331;Landrecies;27.4;3.4;30.7;7.2;22.5;4;17;5.1
59350;Lille;25.9;5.4;65;10.4;14.6;2.5;15.6;3.2
59375;Marchiennes;25.9;4.3;75.2;8.8;21.3;2.5;16;1.3
59392;Maubeuge;26.1;3.5;45.2;5.3;22.2;1.8;20.2;3.4
59400;Merville;26.3;4.8;67.6;10;15.9;1.8;17.6;3
59449;Orchies;28.4;5.4;87.4;15.4;15.4;4.9;17.1;3.3
59462;Phalempin;31.5;5.3;45.5;13.7;21.3;0;16.7;4.6
59466;Pont-à-Marcq;31.2;4.9;52.7;12.4;16.1;5.5;15.5;3.4
59481;Le Quesnoy;31.6;3.4;50.5;9.7;19.4;2.5;16.6;2.5
59484;Quiévrechain;23.3;2.9;45.7;11;21.9;0;18.2;1.8
59526;Saint-Amand-les-Eaux;29.8;4.7;59;12.6;17.2;2;17.3;3.1
59571;Solesmes;25;3;75.3;4.7;23.5;1.9;17.7;2.8
59574;Somain;23.6;4;37.8;5.5;15.5;1.1;17;3.3
59580;Steenvoorde;30.8;4;33.8;7.3;11.8;2.3;16.7;2.3
59601;Trélon;17.9;2.3;31.8;3.2;20.7;0;N/A - secret statistique;4.8
59606;Valenciennes;25.6;4.8;40.1;8.6;16;2;17.5;3.2
59616;Vieux-Condé;23.6;4.2;28;5.6;13.7;1.5;17.1;3.1
59653;Wavrin;27.8;4.8;66.5;12.3;13.8;4;16.6;4.1
59663;Wormhout;32.7;3.1;40.3;8.6;16.1;5;16.8;3
60057;Beauvais;28.7;3.9;8;8.1;9.1;2.7;17.9;2.7
60103;Bresles;28.5;2.5;29.8;4.5;12.9;2;16.1;3
60104;Breteuil;30.8;4.1;5.6;9;12.4;1.1;17.8;2.3
60141;Chantilly;33.3;3.1;48.9;8.2;11.3;2;15.6;3.3
60143;Chaumont-en-Vexin;26.5;1.1;10.4;2.1;10.4;0;14;1
60157;Clermont;26.8;2.4;20.9;4.9;11.5;2;N/A - secret statistique;2.4
60159;Compiègne;26.5;3.4;27.6;7.5;9.9;2.3;16.7;2.9
60175;Creil;21.6;3.3;4.4;5.7;8;1;16.6;2.9
60176;Crépy-en-Valois;29.1;3;17.5;3.8;8.4;1.4;16.9;2.4
60178;Crèvecœur-le-Grand;28;3.6;24;8.4;8.4;4.7;17.3;2.4
60223;Estrées-Saint-Denis;32.1;2.6;6.7;6.7;9.4;0;15.3;2.7
60245;Formerie;24.4;2.9;13.5;2.7;18.9;2.7;20.2;2.7
60286;Grandvilliers;26.3;3.6;16.4;7.7;9.3;1.1;17.9;2.7
60360;Liancourt;26.6;2.5;14.9;5;5.9;0.5;16.8;2
60395;Méru;27.9;1.6;11.2;3;9.9;1.8;15.3;1.9
60471;Noyon;25.4;3.1;10.9;5.7;12.6;0;18.2;2.5
60500;Le Plessis-Belleville;21.3;2.2;18.5;4.8;6.6;0.7;14.5;2.2
60509;Pont-Sainte-Maxence;30.7;2.9;13.7;5;9.1;2.7;16.8;2.7
60533;Ressons-sur-Matz;29.9;2.4;14.6;7.3;14.6;0;17.9;1.5
60581;Saint-Just-en-Chaussée;26.6;3;8.3;5;7.4;1.6;16.8;2.5
60612;Senlis;31.9;3.1;43.1;7.7;9.6;3.7;14.6;2.4
60636;Thourotte;31.2;3.3;11.1;3.7;11.5;0.7;17.7;3
60667;Verberie;30.9;3.1;16.8;6.7;8.4;3.3;18.3;1.7
61001;Alençon;20.2;3;15.6;5;12.3;1.5;20.6;2.2
61006;Argentan;17.9;2.8;8.8;6.2;15.9;1.2;N/A - secret statistique;3.2
61038;Bellême;17.1;2.7;12.8;7.7;9;0;19;2.6
61145;Domfront en Poiraie;29.6;2.1;14.9;4.5;14.9;0;21.6;3.7
61168;La Ferté Macé;22.7;2.7;15;6.4;13.9;0;19.8;3.4
61169;Flers;26.3;2.7;9.2;3.7;15.1;0.9;19.2;2.8
61181;Gacé;15.9;2.7;24.8;7.4;17.3;0;20.3;2.5
61214;L'Aigle;18.3;2.6;8.5;6;10.5;0.5;N/A - secret statistique;3.1
61293;Mortagne-au-Perche;16.4;3.4;15.5;6.2;14.4;0;20.4;3.5
61464;Sées;15.4;3.2;7.5;6.8;15.1;0;17.3;3
61486;Tinchebray-Bocage;25.8;2.4;44.9;7.5;20.9;0;19.4;3
61508;Vimoutiers;18.1;2.1;14.2;5.7;14.2;0;N/A - secret statistique;4.3
62014;Aire-sur-la-Lys;26.5;3.7;29.5;7.6;18.6;1.8;18.3;3
62038;Ardres;25.7;1.7;25.7;3.6;19;4.1;15.4;2.6
62041;Arras;29.6;4.4;46.9;8.8;19.1;2.6;N/A - secret statistique;3.5
62045;Aubigny-en-Artois;28.3;3.6;51.6;9.3;22.7;2.1;16.7;2.1
62048;Auchel;22.4;3.5;32.1;5.8;18.3;1.1;18.2;2.6
62057;Audruicq;28.4;2.6;27.9;3.3;12.3;3.3;15.2;2.8
62060;Auxi-le-Château;25.7;2.4;15.5;4.7;18.7;3;21.6;4.7
62080;Bapaume;26.5;3.3;5.5;7.2;19.9;2.2;17.8;3.3
62108;Berck;29;5.5;33.8;8.4;35.9;0;23.7;3.8
62119;Béthune;27.1;3.9;46;8.2;19.2;1.1;23.6;3.4
62160;Boulogne-sur-Mer;21.1;5.1;42;10;21.2;1.3;18.1;3.9
62178;Bruay-la-Buissière;20.4;3.4;14.5;5;22.6;1.2;17.7;3.1
62193;Calais;26.2;4.1;37.6;7.7;20.3;1.2;17.4;3.6
62268;Desvres;21.2;2.7;45;7.5;22;3;16.8;2
62318;Étaples;29.4;5.9;37.6;14.7;23.5;1.2;21.9;3.8
62361;Frévent;18.7;3.2;49.5;8.7;12.4;0;19.1;1.2
62364;Fruges;22.5;2.6;0;7.4;20.6;2.9;N/A - secret statistique;2.9
62397;Guînes;24;2.9;0;5.2;26.9;0;16.7;3.1
62447;Hesdin-la-Forêt;25.7;2.8;39.3;4.5;26.4;1.1;N/A - secret statistique;4.5
62497;Leforest;24.8;4.6;44.6;9.7;10.4;2.8;17.7;3
62498;Lens;25.1;4.8;40.1;7.3;16.7;1.8;17.7;3.2
62534;Lumbres;26.1;2.1;31.3;5;18.8;0;16.2;1.9
62560;Marquise;22.1;3.7;41.2;7.8;23.8;2.7;16.4;3.7
62588;Montreuil-sur-Mer;28.2;4;37.2;8.3;20.7;1.6;17.8;2.9
62617;Nœux-les-Mines;21.9;3.8;32.9;5.8;14.5;2.6;18.8;3.3
62765;Saint-Omer;27.1;3.5;44.9;6.2;17.4;1;17.5;3.3
62767;Saint-Pol-sur-Ternoise;23.5;3.9;21;7.3;18.9;1;18.5;3.1
62773;Samer;21.6;3.5;30.5;9.1;27.4;0;17.3;3
62861;Vimy;30.7;4.9;38.4;11.5;21.8;4.9;17.2;2.6
62893;Wimereux;24;4.8;53.4;13.7;22.1;0;20.1;4.6
62895;Wingles;25.4;5;52.2;7.2;14.5;1.6;18.2;2.8
63003;Ambert;19.4;2;22.3;4.5;15.6;2.2;21.3;2.8
63010;Arlanc;18;2.5;31.5;3.2;15.8;6.1;24.7;3.2
63038;Besse-et-Saint-Anastaise;29.2;5.1;22.5;18;22.5;0;19.4;6.7
63040;Billom;25.1;2.3;36.6;3.7;16.8;1.4;17.7;1.5
63047;La Bourboule-Mont-Dore;29.4;4.9;12;18.1;21.7;0;23.1;8.4
63113;Clermont-Ferrand;26.5;4.4;34.2;9.2;14.2;3;17.6;3.4
63125;Courpière;24.7;2.8;22.8;6.1;22.8;1.5;22.4;4.6
63178;Issoire;36.8;4.3;33.5;9.5;21.6;1.6;20.8;3.7
63195;Lezoux;21.7;3.2;8.6;5.2;18.1;3.3;18.2;2.6
63214;Les Martres-de-Veyre;32;5.3;37.7;11.3;13.2;3.7;17.8;2.8
63283;Pontaumur;38.9;3;0;5.1;17.8;0;21;2.5
63284;Pont-du-Château;20.5;3.7;30;9.4;13.3;2.5;17.2;3
63285;Pontgibaud;38.1;6.3;41.6;22.9;25;12.5;19.1;4.2
63300;Riom;31;3.5;27.3;8.3;16.4;2.7;18.4;3.1
63338;Saint-Éloy-les-Mines;25.7;2.6;0;2.9;19.5;1.9;21.3;2.9
63430;Thiers;26.7;2.8;12.2;5.9;19.6;1.9;N/A - secret statistique;3.4
63457;Vic-le-Comte;31.6;3.6;47.3;9.5;29.3;3.7;18.6;2.8
64061;Artix;34.3;4.3;14;8.4;16.8;0;16.1;2.8
64062;Arudy;31;5;21.4;8.6;22.5;0;18.9;4.3
64063;Arzacq-Arraziguet;29.2;3.7;23.5;7.1;16.5;9.4;N/A - secret statistique;2.4
64102;Bayonne;37.5;5.7;55;14.1;25.5;2.8;19.6;3.7
64160;Cambo-les-Bains;37.2;4.2;66.5;15.5;25.5;3.2;18.7;2.2
64233;Garlin;28.3;2.8;0;8.1;24.2;0;19.7;4
64256;Hasparren;35.3;3.5;38.4;6.9;16.1;4.6;16.8;2.3
64260;Hendaye;30.7;4;30.1;7.7;19.4;3.8;17.6;2.3
64320;Laruns;30;5.5;0;27.9;23.3;0;20.9;9.3
64331;Lembeye;29.4;2.4;21.1;6.3;29.5;0;N/A - secret statistique;2.1
64371;Mauléon-Licharre;30.3;3.2;14.8;6.7;25.2;0;N/A - secret statistique;3
64393;Monein;31.6;3.1;81.1;11.4;14.6;0;16.4;3.2
64410;Mourenx;32.5;4;28;1.9;15.9;1.8;21;4.7
64416;Navarrenx;29.4;3;16.9;10.1;38.8;3.3;N/A - secret statistique;3.4
64417;Nay;31.2;4.7;27.6;11;25.9;2.7;18.1;3.1
64422;Oloron-Sainte-Marie;28.3;4.4;28.5;10;26.7;1.4;N/A - secret statistique;3.9
64430;Orthez;31.9;3.4;17.5;8.2;22.8;2.3;19.7;2.9
64445;Pau;30.8;4.5;37.1;10.3;22.1;2.6;N/A - secret statistique;3.2
64453;Pontacq;29.5;3.3;55.7;9.3;24.2;3.6;17.6;1.9
64483;Saint-Jean-de-Luz;37.4;5.2;64.1;18.1;35.4;3.5;22.3;5.3
64485;Saint-Jean-Pied-de-Port;32.9;3;30.3;9.1;33.3;1.5;19.9;4.5
64493;Saint-Palais;32.4;3.4;57.8;8.3;21.5;3.3;20.7;3.3
64495;Saint-Pée-sur-Nivelle;35.1;3.5;50.1;13;21.1;2;17.2;3
64499;Salies-de-Béarn;30.8;4.1;18.3;12.2;26.2;2.4;21.4;4.3
64526;Soumoulou;32.5;3.6;34.5;6.9;10.3;6.8;14.3;1.1
65025;Argelès-Gazost;28.7;4.1;31.8;15.1;29.4;3.1;N/A - secret statistique;3.2
65031;Arreau;24.1;7.4;28.7;25.9;35.9;2.8;14.6;7.2
65059;Bagnères-de-Bigorre;25.7;4.2;27.4;12.6;35.1;2.1;19.1;5.5
65258;Lannemezan;16.6;2.9;28.9;5.8;28.4;0.9;20.8;2.9
65286;Lourdes;31;4.5;27.1;9;28.9;1.7;23.5;5
65295;Luz-Saint-Sauveur;27.2;5;36.8;22.1;25.8;0;17.5;3.7
65304;Maubourguet;27.7;3.3;16.2;8.1;33.9;0;N/A - secret statistique;3.2
65440;Tarbes;27.2;3.5;23.3;6.4;22;1.9;18.3;3.2
65452;Trie-sur-Baïse;19.9;3.9;26.6;13.3;29.3;5.3;23.7;2.7
65460;Vic-en-Bigorre;27.2;3.5;28.3;7.4;27.7;3.3;20.5;4
66003;Amélie-les-Bains-Palalda;30.5;4.5;20.3;19.3;36.5;0;N/A - secret statistique;5.1
66016;Banyuls-sur-Mer;31.7;4;34.5;17.3;43.1;0;24.2;5.2
66024;Le Boulou;38.3;3.2;21.3;9.2;28.4;0;N/A - secret statistique;2.8
66025;Bourg-Madame;12.3;5.3;32.9;11.5;21.4;0;15;4.9
66037;Canet-en-Roussillon;36.6;4.2;41.9;8.8;31.4;3.2;25.5;3.4
66049;Céret;37.4;3.7;58;9.1;51.3;4.7;21.4;4.1
66088;Ille-sur-Têt;29.6;2.4;34.9;7;43.2;1.3;20.1;2.8
66108;Millas;30.2;3.5;33.4;3.3;25.6;0;18.1;2.2
66124;Font-Romeu-Odeillo-Via;19.6;5.4;44.3;17.7;19.9;2.3;15.3;5.5
66136;Perpignan;28.7;4.5;32;10.4;26.6;2.8;20.1;3.6
66144;Pollestres;34.4;3.4;23.3;7;16.3;0;18;1.6
66148;Port-Vendres;33.8;3.8;60.5;15.1;57.5;2.8;22.9;4.5
66149;Prades;28.5;2.4;51.4;9.1;34.2;2.2;20.6;4
66171;Saint-Cyprien;40.6;4.3;25.6;7.4;28;1.1;22.4;2.7
66180;Saint-Laurent-de-la-Salanque;34.1;2.9;31.6;7.7;25.5;1.7;23.4;2.9
66210;Thuir;33;2.5;41.4;6.2;28.5;4.1;19.5;3.6
67021;Barr;32.2;4.7;48.2;11.2;16.1;3.1;19.9;2.1
67028;Benfeld;34;4;20.4;8.6;12.2;0.8;20.1;2.4
67061;Bouxwiller;35.3;3.7;38.8;9.1;22;2.6;18.8;3.9
67067;Brumath;36.4;4.8;30.3;9.1;15.6;2.5;19.8;1.7
67095;Diemeringen;33.7;2.8;14;4.2;13.3;0;21.4;2.1
67106;Drusenheim;37.6;3.9;51.9;7.3;9.3;2.1;20.5;2.1
67130;Erstein;32.7;3.5;44.1;10.3;15.7;2.9;19.5;2.4
67152;Geispolsheim;31.4;5.6;25.6;8.5;14.5;3.3;19.1;1.7
67180;Haguenau;36.2;4.7;40.5;9.3;18.1;2.7;21.4;2.6
67202;Hochfelden;37.1;4.3;35.6;12.5;8.9;3.5;19.2;1.8
67205;Hœrdt;36.4;4.8;35.8;9.5;11.9;2.3;19.1;2.4
67222;Ingwiller;34.3;3.1;32.6;8.5;24.1;2.6;22.7;2.6
67281;Marckolsheim;33.7;3.8;25.5;8.5;6.8;3.4;18.5;1.7
67282;Marlenheim;35.7;4.1;71.7;9.6;16.7;3.1;18.2;0.8
67283;Marmoutier;37.6;3.9;65.9;9.9;8.2;0;20.9;1.6
67300;Molsheim;35.8;4.5;29.8;8.9;16.3;2.3;19.5;2.3
67348;Obernai;35.2;4.9;57.5;14.2;14.2;2.5;20.6;3.1
67372;Val-de-Moder;36.1;4.1;21.2;6.4;21.9;1.4;19.7;1.4
67388;Reichshoffen;33.8;3.8;12.4;8.6;21.4;0.8;22.5;2.9
67411;Rosheim;38;4.4;28.2;9.2;16.9;4.1;20.2;1.4
67434;Sarre-Union;31.6;3.5;44.4;5.9;17.7;3;23.1;3
67437;Saverne;36.2;4;35.1;9.1;16.1;2.7;22.5;2.1
67448;Schirmeck;31.8;4.3;29.7;10.4;19.7;0;21.9;3.3
67462;Sélestat;32.4;5.1;30.1;10.6;17.9;4.3;18.8;2.4
67463;Seltz;27.1;2.8;5.6;5.6;17.3;1.1;18.4;2.2
67474;Soultz-sous-Forêts;33.5;4.2;13.4;8.9;13.4;1.8;20.3;1.8
67482;Strasbourg;28.2;5.8;50.7;12;12.7;2.9;17.4;2.5
67495;Truchtersheim;36.4;3.4;49.1;10.5;14;1.4;19.2;0.7
67507;Villé;32.9;3.2;17.7;8.9;12.4;3.6;19.7;1.8
67519;La Wantzenau;41.3;3.3;36.5;8;22.6;2.9;19.3;1.5
67520;Wasselonne;35.6;3.6;26.6;8;19.3;3.9;20.8;2.7
67544;Wissembourg;29.9;3.2;14.1;7.8;19.8;2.8;21.8;2.8
67550;Wœrth;35.2;4.4;32.6;12.2;18.7;3.2;22;2.4
68004;Altkirch;27.8;3.6;0;6.3;8.4;5.5;16.4;2.1
68063;Cernay;30.1;3.7;28.8;8.6;11.9;3.3;19.6;2.1
68066;Colmar;29.1;4.2;34.1;7.9;14.2;3.5;18.5;2.4
68068;Dannemarie;30.2;2;20.8;3.6;12.5;1;18.4;2.1
68082;Ensisheim;29.1;2.8;19.6;3.9;11.4;3.2;16.9;2
68112;Guebwiller;30.1;3.1;33.6;6.2;17;3.7;18.6;2.2
68138;Hirsingue;26;3.2;10.7;8.2;9.3;0;16.6;1.8
68162;Kaysersberg Vignoble;32.2;3.9;18.9;12;17;1.3;19.4;2.5
68201;Masevaux-Niederbruck;30.3;3.1;15.7;6.8;11.5;2.1;N/A - secret statistique;2.6
68224;Mulhouse;30.1;3.8;20.5;8;11.7;1.6;18.8;2.7
68226;Munster;26.4;3.7;34.9;11.1;12.2;3.4;19;2.9
68269;Ribeauvillé;33.1;3.9;24.8;11.2;8.7;2.4;18.3;2.5
68287;Rouffach;35.6;3.2;40.3;10.5;12.1;1.6;17.3;3.2
68297;Saint-Louis;25.1;2.6;18.3;4.8;6.1;2;14.6;2
68298;Sainte-Marie-aux-Mines;26.5;3.3;20.2;6.1;15.2;0;20.5;4
68309;Sierentz;30.2;2.6;21.7;6.5;4.7;1.4;15.4;1.4
68334;Thann;24.3;2.9;10;7;17;0.7;21;3
69006;Amplepuis;27.5;2.7;63.7;3.8;15.9;1.3;18.1;2.5
69010;L'Arbresle;31.1;3.3;55.5;6.9;13.2;2.1;14.9;2.1
69018;Beaujeu;22.6;2.2;23.8;7.1;22.6;2.4;17.9;2.4
69019;Belleville-en-Beaujolais;22.7;3.1;38.6;7.1;16.4;2.8;16.3;2.2
69024;Val d'Oingt;25.6;2.8;33.1;12.4;19;6.6;14.5;2.5
69064;Condrieu;33;3.2;66.5;7.7;13.3;6;17.7;2
69066;Cours;31.5;1.6;51;5.1;19.1;0;19.2;3.8
69091;Givors;34.7;3.7;34.8;7.6;15.3;1.6;16;2.8
69112;Lentilly;31.1;4.3;74.5;9.3;11.5;4.3;14.1;2.5
69123;Lyon;29.8;4.2;60.1;9.4;13.6;3.2;14.5;2.9
69141;Mornant;34.9;2.7;72.7;10.9;21.4;2.7;15;1.8
69143;Neuville-sur-Saône;26;3.9;82.1;9.2;13.4;5.3;15;2.5
69201;Sainte-Foy-l'Argentière;29.3;2.7;46.4;3.1;9.3;3.2;15.1;1.5
69220;Saint-Laurent-de-Chamousset;28.1;2.6;38.6;10.3;20.6;5.1;16.1;3.9
69227;Saint-Martin-en-Haut;32.2;2.4;57.4;7.7;21.1;5.8;15.8;1.9
69238;Saint-Symphorien-sur-Coise;29;2.7;76.6;6.7;19.1;0;16.9;1.9
69243;Tarare;30.6;2.4;50.3;3.2;10.8;2.8;16.8;2.2
69248;Thizy-les-Bourgs;29.7;2.2;32.5;4.3;14.1;0;18.4;3.3
69264;Villefranche-sur-Saône;23.7;3.8;58.2;8.2;14.6;3.1;15.9;2.5
69287;Saint-Bonnet-de-Mure;35;2.9;47.5;5.5;18.2;3.1;15.1;2.4
70198;Dampierre-sur-Salon;26.3;3.4;18.8;7.5;7.5;3.7;21.2;3.8
70279;Gray;24.2;4;4.3;9.1;16.4;0.8;19.3;3.5
70285;Héricourt;31;3.1;9.4;7;17.8;2.7;19.5;2.3
70292;Jussey;21.6;3.6;23.2;6.9;17;1.5;22.9;4.6
70310;Lure;24.7;3.2;12.7;4.8;13.8;1.5;N/A - secret statistique;2.8
