CartoSanté; ; 
Référentiel géographique : France par bassin de vie / canton-ville; ; 
Code;Libellé;APL Médecins généralistes 2023
8901;Auxerre-1;2.9
8902;Auxerre-2;3
89025;Avallon;3
8903;Auxerre-3;2.2
8904;Auxerre-4;2.4
8906;Brienon-sur-Armançon;1.8
89068;Chablis;2.5
8907;Chablis;2.1
8908;Charny Orée de Puisaye;1.6
89086;Charny Orée de Puisaye;2.1
8910;Gâtinais en Bourgogne;1.7
8912;Joux-la-Ville;1.3
8913;Migennes;3.4
8914;Pont-sur-Yonne;2.9
8915;Saint-Florentin;2.3
8916;Sens-1;3.9
8917;Sens-2;3.2
8918;Thorigny-sur-Oreuse;2.4
89206;Joigny;2.5
8921;Vincelles;1.8
89257;Migennes;2.2
89309;Pont-sur-Yonne;1.4
89345;Saint-Florentin;2.9
89368;Saint-Sauveur-en-Puisaye;3.6
89418;Tonnerre;3.8
89419;Toucy;2.4
89464;Villeneuve-sur-Yonne;1.4
8998;Auxerre;3.4
8999;Sens;3.9
9001;Bavilliers;4.3
90033;Delle;2.2
9005;Châtenois-les-Forges;4.4
90052;Giromagny;2.6
9006;Delle;1.9
9007;Giromagny;3.9
9008;Grandvillars;3.9
9009;Valdoie;4.1
9099;Belfort;3.2
9101;Arpajon;2.2
91016;Angerville;2.1
9102;Athis-Mons;2.2
9103;Brétigny-sur-Orge;2.2
9104;Corbeil-Essonnes;2.3
91045;Ballancourt-sur-Essonne;1.8
9105;Dourdan;2.1
9106;Draveil;2.8
9107;Épinay-sous-Sénart;2.7
9108;Étampes;2.4
9109;Évry;3
9110;Gif-sur-Yvette;2.8
9111;Longjumeau;2.6
9112;Massy;3.5
9113;Mennecy;2.7
9114;Palaiseau;2.5
9115;Ris-Orangis;2.2
9116;Sainte-Geneviève-des-Bois;2.4
9117;Savigny-sur-Orge;2.1
9118;Les Ulis;2.7
9119;Vigneux-sur-Seine;1.9
9120;Viry-Châtillon;2.9
91200;Dourdan;2.1
9121;Yerres;2.6
91226;Étréchy;2.1
91232;La Ferté-Alais;2.4
91338;Limours;2.6
91376;Marolles-en-Hurepoix;2.1
91405;Milly-la-Forêt;2
9198;Brunoy;2.7
9199;Montgeron;2.7
9201;Antony;2.5
9203;Bagneux;3.6
9205;Boulogne-Billancourt-2;1.8
9206;Châtenay-Malabry;2.3
9207;Châtillon;3.6
9208;Clamart;2.7
9209;Clichy;4.1
9211;Colombes-2;3.8
9213;Courbevoie-2;3.1
9214;Gennevilliers;3.4
9215;Issy-les-Moulineaux;3
9216;Levallois-Perret;4.4
9217;Meudon;2.7
9218;Montrouge;3.6
9220;Nanterre-2;2.6
9221;Neuilly-sur-Seine;3.7
9222;Rueil-Malmaison;2.7
9223;Saint-Cloud;2.6
9295;Asnières-sur-Seine;3.6
9296;Boulogne-Billancourt;3
9297;Colombes;2.6
9298;Courbevoie;3.8
9299;Nanterre;2.8
9301;Aubervilliers;4.1
9302;Aulnay-sous-Bois;2.7
9303;Bagnolet;3.4
9304;Le Blanc-Mesnil;2.5
9305;Bobigny;3.5
9306;Bondy;3.2
9307;La Courneuve;2.9
9309;Épinay-sur-Seine;4
9310;Gagny;3.1
9311;Livry-Gargan;3.1
9312;Montreuil-1;2.6
9314;Noisy-le-Grand;3.1
9315;Pantin;3.9
9317;Saint-Denis-2;3.5
9318;Saint-Ouen-sur-Seine;4.6
9319;Sevran;2.3
9320;Tremblay-en-France;2.5
9321;Villemomble;3.6
9395;Bobigny;2.4
9396;Drancy;2.9
9397;Épinay-sur-Seine;3.7
9398;Montreuil;3.7
9399;Saint-Denis;3.8
9401;Alfortville;4.9
9402;Cachan;2.5
9404;Champigny-sur-Marne-2;5.4
9405;Charenton-le-Pont;4.1
9406;Choisy-le-Roi;4.1
9409;Fontenay-sous-Bois;3.5
9410;L'Haÿ-les-Roses;2.6
9411;Ivry-sur-Seine;4.5
9412;Le Kremlin-Bicêtre;3.2
9413;Maisons-Alfort;4.5
9414;Nogent-sur-Marne;4.1
9415;Orly;2.7
9416;Plateau briard;3.3
9418;Saint-Maur-des-Fossés-2;5.1
9419;Thiais;2.8
9420;Villejuif;2.1
9421;Villeneuve-Saint-Georges;3.8
9422;Villiers-sur-Marne;3.8
9423;Vincennes;3.5
9493;Champigny-sur-Marne;4.9
9494;Créteil;5.1
9495;Nogent-sur-Marne;3.9
9496;Saint-Maur-des-Fossés;6.2
9497;Villeneuve-Saint-Georges;3.5
9498;Vincennes;3.6
9499;Vitry-sur-Seine;2.9
9501;Argenteuil-1;2.5
9503;Argenteuil-3;2.1
9504;Cergy-1;2.9
9505;Cergy-2;2.8
9506;Deuil-la-Barre;2.4
9507;Domont;2.5
9508;Ermont;2.5
9509;Fosses;2.3
9510;Franconville;2.6
9511;Garges-lès-Gonesse;2.1
9512;Goussainville;1.7
9513;Herblay-sur-Seine;3
9514;L'Isle-Adam;2.4
9515;Montmorency;2.3
9516;Pontoise;1.8
9517;Saint-Ouen-l'Aumône;3
9518;Sarcelles;2.3
9519;Taverny;3
9520;Vauréal;2
9521;Villiers-le-Bel;2.6
95250;Fosses;2.2
95351;Louvres;2
95355;Magny-en-Vexin;1.8
95370;Marines;1.3
95652;Viarmes;2.6
9598;Argenteuil;1.7
9599;Cergy;3.1
97100;Basse-Terre;3.6
97106;Bouillante;2.5
97107;Capesterre-Belle-Eau;2
97109;Lamentin;3.7
97111;Le Moule;3.5
97112;Grand-Bourg;3.8
97113;Petit-Bourg;2.3
97114;Petit-Canal;2.6
97115;Pointe-à-Pitre;4.9
97116;Saint-François;3.3
97120;Trois-Rivières;3.5
97121;Vieux-Habitants;3.5
97122;Port-Louis;1.7
97129;Sainte-Rose;2.5
97193;Les Abymes;4.1
97194;Baie-Mahault;4.8
97196;Le Gosier;3.4
97197;Petit-Bourg;2.7
97198;Sainte-Anne;3.4
97201;L'Ajoupa-Bouillon;2.5
97202;Les Anses-d'Arlet;2.5
97203;Basse-Pointe;1.6
97205;Case-Pilote;2.5
97206;Le Diamant;2.8
97207;Ducos;3.9
97209;Fort-de-France;4.7
97210;Le François;2.6
97211;Grand'Rivière;0.3
97212;Gros-Morne;2.8
97213;Le Lamentin;4.9
97214;Le Lorrain;2.5
97215;Macouba;1
97216;Le Marigot;3
97217;Le Marin;3.6
97220;Rivière-Pilote;3.7
97221;Rivière-Salée;4.1
97222;Le Robert;3.8
97223;Saint-Esprit;3.6
97224;Saint-Joseph;2.6
97225;Saint-Pierre;2.7
97226;Sainte-Anne;1.9
97227;Sainte-Luce;2.8
97228;Sainte-Marie;3.5
97229;Schœlcher;3.3
97230;La Trinité;3.3
97231;Les Trois-Îlets;2.8
97232;Le Vauclin;2.4
97234;Bellefontaine;1.8
97301;Régina;0
97302;Cayenne;2.8
97304;Kourou;2.1
97305;Macouria;2.1
97306;Mana;1.5
97307;Matoury;2.2
97308;Saint-Georges;1.6
97309;Remire-Montjoly;2.8
97310;Roura;0.4
97311;Saint-Laurent-du-Maroni;1.6
97313;Montsinéry-Tonnegrande;0.7
97314;Ouanary;0
97352;Saül;0
97353;Maripasoula;0
97356;Camopi;0
97357;Grand-Santi;0
97360;Apatou;0.5
97361;Awala-Yalimapo;1
97362;Papaichton;0
97402;Le Port;5.9
97403;La Possession;5.5
97404;L'Étang-Salé;3.7
97406;Saint-André-3;4.2
97407;Saint-Benoît-1;2.8
97408;Saint-Benoît-2;5
97414;Saint-Leu;5
97416;Saint-Louis-2;3.2
97420;Sainte-Suzanne;3.8
97422;Saint-Pierre-3;4.2
97423;Sainte-Marie;4.8
97491;Saint-André;4.6
97492;Saint-Benoît;3.7
97493;Saint-Denis;4.9
97494;Saint-Joseph;5.1
97495;Saint-Leu;5.3
97496;Saint-Louis;8.7
97497;Saint-Paul;6.9
97498;Saint-Pierre;6.4
97499;Le Tampon;5.5
976ZZ;Mayotte;N/A - résultat non disponible
977ZZ;St-Barthélémy;N/A - résultat non disponible
978ZZ;St-Martin;N/A - résultat non disponible
