code;deces_domicilies_2024;part_75_ans_plus;taux_pauvrete;revenu_median;part_sans_diplome;part_ouvriers;part_familles_monoparentales;part_moins_15_ans;taille_menage;part_locataires;part_locataires_HLM;part_suroccupation;part_residences_principales;part_appartements;part_maisons;densite_population;part_benef_ophtalmo;apl_generaliste;densite_orthophonistes;densite_generalistes;densite_infirmiers;densite_sages_femmes;part_benef_ald;densite_pharmacies;libelle
01457;74;8.8;8.5;23430.0;19.3;28.0;10.8;19.3;2.32;27.6;8.6;0.2;91.4;15.6;83.0;93.0;25.9;2.0;25.8;3.4;14.6;1.7;16.3;1.7;Vonnas
02095;294;9.4;23.2;19070.0;32.2;37.3;15.6;19.4;2.35;29.9;7.4;0.1;86.3;9.4;90.5;82.9;20.5;3.1;4.2;6.7;14.7;0.8;17.8;3.4;Bohain-en-Vermandois
02163;99;10.4;12.5;22630.0;25.2;27.8;15.8;18.0;2.3;27.8;8.1;0.5;85.1;19.4;79.7;111.8;20.2;1.6;0.0;3.3;14.3;2.1;17.2;2.2;Charly-sur-Marne
02168;464;9.5;15.7;21970.0;26.9;30.6;18.4;18.6;2.22;35.8;15.5;0.4;87.4;30.6;68.4;85.8;21.2;3.4;18.5;6.7;13.9;0.9;;3.0;Château-Thierry
02173;362;9.4;17.8;21080.0;26.4;24.6;17.2;17.2;2.19;31.9;11.9;0.4;87.1;16.8;82.4;99.3;23.8;2.4;9.3;6.2;15.9;1.2;21.6;3.7;Chauny
02305;68;11.4;16.9;21090.0;25.4;25.3;14.7;18.8;2.26;28.3;11.7;0.4;83.6;19.2;80.1;36.7;18.3;2.7;17.5;7.0;17.5;0.0;18.5;3.5;Fère-en-Tardenois
02360;53;8.3;8.3;23250.0;18.7;29.0;10.3;20.8;2.41;20.8;6.9;0.0;91.4;7.4;92.2;44.9;16.9;3.4;47.3;6.3;14.2;3.1;;3.2;Villeneuve-sur-Aisne
02361;259;10.0;21.9;19850.0;30.5;31.4;15.8;17.5;2.23;28.8;6.2;0.5;83.7;10.4;88.6;40.1;21.8;3.9;0.0;6.8;22.3;2.7;;3.2;Guise
02381;320;10.8;25.9;18620.0;31.7;29.7;16.2;17.3;2.17;33.4;9.5;0.5;82.1;14.0;85.1;41.6;21.1;3.3;22.6;7.5;13.6;0.0;18.6;4.1;Hirson
02408;756;8.8;18.6;20950.0;25.3;22.8;17.4;18.1;2.19;38.7;18.5;0.4;86.0;24.2;75.4;60.9;21.9;2.9;17.4;5.1;14.0;1.6;18.7;2.8;Laon
02468;75;9.9;21.1;19670.0;32.5;30.0;16.1;18.4;2.31;28.9;8.8;0.2;83.0;11.0;88.3;31.2;19.6;3.3;37.6;7.5;18.8;0.0;;3.8;Marle
02502;46;9.5;21.2;19500.0;33.4;35.1;12.5;17.3;2.25;25.9;4.8;0.0;82.2;7.6;92.1;23.9;17.1;3.2;21.3;8.5;19.1;0.0;19.3;4.3;Montcornet
02558;186;9.3;20.1;20240.0;30.6;41.8;13.9;18.5;2.26;31.5;11.5;0.3;85.0;11.6;88.1;52.8;22.0;3.5;32.2;7.7;26.4;0.0;19.1;4.5;Le Nouvion-en-Thiérache
02691;952;10.4;21.4;20520.0;26.9;26.5;18.7;17.5;2.11;44.8;18.6;0.3;87.6;34.8;64.4;188.5;25.6;4.4;21.3;8.6;20.4;1.3;18.4;3.6;Saint-Quentin
02722;834;10.5;18.4;21210.0;26.1;25.7;17.6;17.9;2.18;42.4;22.7;0.6;90.0;35.3;63.7;106.5;18.9;3.2;27.7;7.0;17.3;2.1;18.2;3.2;Soissons
02738;448;9.3;20.1;20190.0;27.7;33.4;18.1;18.9;2.24;36.5;16.9;0.4;88.4;19.3;80.3;121.5;19.8;2.4;10.3;3.8;19.2;0.5;16.3;2.8;Tergnier
02789;103;10.4;21.5;20170.0;29.0;30.3;17.0;17.6;2.19;31.1;10.8;0.0;81.9;13.6;86.0;33.3;21.2;2.8;43.8;6.6;15.3;2.2;18.8;2.2;Vervins
02810;278;8.2;11.9;22500.0;26.0;28.0;15.0;18.7;2.32;31.5;15.9;0.6;86.0;23.9;75.2;53.9;21.8;2.2;6.7;5.0;8.0;0.7;16.3;2.3;Villers-Cotterêts
03036;101;15.3;18.6;20550.0;27.0;25.3;9.0;13.8;1.99;25.7;4.4;0.3;72.3;12.8;86.4;18.2;18.3;3.2;28.2;12.7;21.2;0.0;20.7;4.2;Bourbon-l'Archambault
03082;341;14.0;15.9;21190.0;22.4;29.0;14.2;14.6;2.01;25.0;10.3;0.2;72.1;16.9;82.4;38.2;29.8;3.3;0.0;8.3;27.8;0.9;23.2;4.2;Commentry
03102;118;13.9;13.9;21010.0;27.2;35.4;10.8;14.3;2.06;27.3;8.3;0.0;78.1;9.4;90.1;20.0;25.8;2.9;10.1;7.1;19.2;2.0;22.6;4.1;Dompierre-sur-Besbre
03118;357;12.9;12.6;22190.0;20.9;24.4;15.1;16.6;2.14;23.1;4.7;0.2;77.9;9.7;89.6;47.0;27.7;3.1;15.9;8.4;17.5;0.8;19.9;3.2;Gannat
03138;205;15.1;19.9;20000.0;26.5;28.9;14.1;13.9;2.05;24.2;3.0;0.0;71.1;8.5;90.7;19.0;32.4;1.9;0.0;4.1;24.2;2.7;21.7;3.5;Lapalisse
03185;1086;14.8;17.8;21250.0;21.7;21.0;15.8;14.5;1.94;33.2;12.0;0.2;77.4;31.7;67.5;61.4;31.2;2.8;10.5;6.1;20.0;1.8;22.0;3.8;Montluçon
03186;41;13.7;19.3;20090.0;25.5;31.4;8.7;15.8;2.08;29.7;11.0;0.3;71.2;9.1;90.4;18.1;25.6;2.4;31.9;9.6;22.4;6.4;21.9;3.2;Montmarault
03190;749;12.6;14.7;22240.0;22.6;21.5;15.5;15.3;1.96;39.0;14.8;0.3;85.2;32.0;66.6;54.0;20.8;3.8;23.7;9.0;16.6;3.0;22.5;4.3;Moulins
03254;222;12.6;13.1;21690.0;22.8;36.7;13.3;15.3;2.06;26.4;3.8;0.1;79.8;9.7;89.8;32.3;25.1;3.2;0.0;8.1;15.5;2.4;22.3;1.9;Saint-Pourçain-sur-Sioule
03298;103;14.5;15.0;20980.0;28.8;32.0;12.3;14.5;2.03;28.9;5.3;0.1;83.1;16.9;82.4;41.2;29.4;2.9;0.0;5.7;12.9;0.0;21.3;2.9;Varennes-sur-Allier
03310;1216;14.3;16.1;21930.0;21.7;24.3;15.9;14.5;1.94;35.2;9.7;0.4;79.0;40.1;59.1;101.6;31.5;3.4;16.3;7.8;18.3;1.4;21.3;3.6;Vichy
04019;81;12.5;16.3;21510.0;14.4;17.0;18.7;14.2;1.92;33.7;5.6;0.1;24.6;66.1;31.7;7.5;24.6;5.2;90.7;13.6;25.7;6.1;18.8;7.6;Barcelonnette
04049;169;12.6;15.4;21710.0;19.9;26.5;15.4;16.0;2.07;34.9;10.1;0.2;84.0;26.2;73.0;74.3;30.7;3.9;44.8;10.1;21.3;4.4;24.0;3.4;Château-Arnoux-Saint-Auban
04070;343;13.2;16.5;22200.0;18.7;14.5;19.5;14.1;1.89;45.3;12.7;0.4;79.5;47.2;52.1;26.6;25.6;2.3;29.2;6.6;29.2;2.8;19.7;3.3;Digne-les-Bains
04088;206;13.4;18.6;21260.0;16.2;18.5;16.5;14.9;2.01;32.2;4.6;0.4;69.2;17.8;81.1;26.6;28.0;3.4;70.7;11.2;27.1;3.4;;2.9;Forcalquier
04094;145;11.1;13.6;23090.0;18.3;11.9;13.5;16.7;2.16;29.5;5.5;0.2;57.2;35.2;63.7;39.9;30.9;4.0;38.7;14.2;21.3;1.3;20.6;3.2;Gréoux-les-Bains
04112;450;12.9;16.2;22560.0;17.7;19.5;17.8;17.2;2.11;41.1;10.2;0.5;84.7;41.1;58.3;157.3;31.8;3.9;29.4;9.3;21.3;3.3;18.7;2.9;Manosque
04143;115;13.7;13.8;22660.0;19.3;22.3;19.6;15.8;2.06;37.2;7.5;0.5;82.5;21.9;77.5;53.7;30.7;3.6;12.1;4.8;26.7;2.3;19.8;2.4;Oraison
04166;155;14.6;19.2;21040.0;19.4;18.1;17.0;12.8;1.95;29.7;2.4;0.4;56.3;19.2;77.0;13.9;29.3;3.9;19.4;8.7;20.3;1.9;21.4;2.9;Riez
04173;128;14.3;21.2;20470.0;18.2;19.7;16.4;12.6;1.89;26.7;4.1;0.6;29.2;43.4;56.0;6.7;23.9;4.3;31.6;11.6;17.9;2.1;19.7;6.3;Saint-André-les-Alpes
04209;211;12.7;16.7;21570.0;18.6;23.0;18.7;14.9;2.04;37.1;8.5;0.5;74.8;30.4;68.5;21.1;29.4;3.5;28.9;7.5;19.1;2.3;20.2;3.5;Sisteron
05006;45;10.8;16.5;21420.0;15.0;20.1;13.6;16.3;2.08;29.2;11.9;0.0;31.9;59.4;40.1;13.4;21.9;3.9;54.9;11.0;18.3;3.7;18.6;3.7;L'Argentière-la-Bessée
05023;215;10.3;14.1;22080.0;12.9;16.4;14.6;15.4;1.98;35.9;10.5;0.3;34.5;71.3;28.2;27.8;20.3;6.1;57.0;13.5;18.1;3.1;18.9;5.2;Briançon
05040;148;11.6;14.2;21850.0;15.8;20.5;16.2;16.3;2.1;28.9;6.5;0.2;49.7;34.7;63.8;20.5;27.6;3.7;32.2;12.1;27.4;1.6;18.6;3.2;Chorges
05046;170;13.6;14.3;21930.0;16.0;14.9;14.8;14.3;1.96;33.5;11.4;0.2;42.4;60.5;37.6;24.9;27.0;5.5;52.5;12.8;26.3;2.9;20.0;3.8;Embrun
05061;489;12.4;14.2;22390.0;15.6;16.0;15.9;15.6;1.98;40.0;12.8;0.2;71.3;58.6;40.7;77.5;29.6;5.1;62.6;13.1;22.5;2.1;19.5;3.1;Gap
05065;98;11.3;15.0;21590.0;13.7;21.3;17.1;14.7;1.97;28.2;4.3;0.2;23.1;66.0;33.6;9.6;24.8;6.7;50.3;16.3;32.7;7.5;17.9;6.3;Guillestre
05070;114;15.5;17.2;21220.0;19.8;24.2;16.0;12.4;1.92;32.3;5.5;0.5;69.7;27.3;71.6;17.6;31.5;2.1;36.0;6.0;20.4;0.0;22.2;2.4;Laragne-Montéglin
05132;97;12.3;15.2;21720.0;15.8;16.6;11.9;15.5;2.04;21.3;2.6;0.3;32.6;48.5;50.9;11.9;29.1;5.7;25.9;15.6;29.8;5.2;20.0;5.2;Saint-Bonnet-en-Champsaur
05170;59;11.6;13.3;22630.0;16.6;23.5;11.4;16.8;2.17;28.2;5.2;0.3;79.3;24.1;74.7;32.2;28.7;3.4;14.5;8.7;23.2;5.7;;2.9;Tallard
05179;160;15.1;20.1;20390.0;19.0;17.1;16.5;13.4;1.96;28.2;7.9;0.4;58.1;22.0;77.1;10.6;27.9;4.2;54.3;9.0;31.7;3.6;20.9;4.5;Veynes
06029;4790;13.8;14.9;23970.0;18.2;14.0;18.2;15.0;2.03;39.5;10.0;1.4;64.4;73.0;26.4;419.7;36.2;4.4;40.4;11.0;22.7;1.9;19.8;3.9;Cannes
06033;422;9.7;12.7;23640.0;18.1;25.6;16.0;18.0;2.3;27.4;8.0;1.2;53.8;51.1;48.1;32.5;30.0;3.7;24.6;7.6;15.7;2.2;17.1;2.7;Carros
06048;230;11.9;10.3;24430.0;18.2;18.4;15.7;16.4;2.3;24.5;4.0;1.0;79.6;32.7;66.5;115.2;30.1;2.8;74.3;8.6;27.4;0.0;18.0;2.9;Contes
06083;831;13.0;16.1;23650.0;20.8;14.3;18.0;14.9;2.04;39.1;7.9;2.2;51.7;78.8;20.5;113.6;24.3;3.5;29.6;9.6;19.2;0.7;17.6;4.1;Menton
06088;5959;12.7;18.0;23010.0;18.6;13.9;20.1;15.6;2.02;44.0;9.9;2.4;74.4;81.8;17.5;1317.8;31.7;4.6;53.9;11.5;26.5;2.8;19.6;4.0;Nice
06099;135;14.1;19.5;20750.0;20.6;16.9;17.9;13.2;2.0;26.7;4.6;1.2;37.7;49.1;50.1;9.0;20.5;2.4;32.8;4.4;20.7;0.0;15.9;6.6;Puget-Théniers
07010;497;11.2;13.0;22440.0;21.7;27.6;13.2;17.0;2.17;32.5;12.0;0.3;83.7;31.9;67.0;123.7;26.2;3.1;22.2;4.4;16.2;2.4;18.8;3.2;Annonay
07019;718;13.6;17.3;21210.0;19.4;19.7;16.9;15.1;2.02;33.9;7.5;0.3;71.3;25.5;73.6;77.3;27.1;3.1;36.2;7.4;24.6;2.8;;3.1;Aubenas
07042;171;12.0;18.0;21760.0;20.8;12.9;13.5;18.1;2.21;30.4;9.0;0.2;78.8;29.2;70.1;61.0;27.9;2.1;7.7;7.0;14.7;4.5;16.8;2.3;Bourg-Saint-Andéol
07064;142;15.3;14.8;21160.0;24.1;25.8;11.7;12.1;1.97;22.7;6.0;0.1;56.2;18.8;80.7;21.4;24.0;4.7;43.8;12.0;17.5;0.0;23.4;3.3;Le Cheylard
07110;131;15.2;22.0;20180.0;17.4;19.5;17.4;14.5;2.0;27.5;4.4;0.2;58.9;12.8;86.0;32.6;29.6;3.6;39.8;7.0;19.9;1.9;20.4;4.0;Joyeuse
07129;109;14.6;19.3;19990.0;26.1;27.1;11.2;12.9;2.02;24.8;5.1;0.0;62.8;13.6;86.0;32.6;27.3;2.5;26.5;8.0;17.3;0.0;19.5;1.3;Lamastre
07132;87;14.5;20.5;20590.0;20.9;11.6;15.4;13.5;2.01;27.8;5.8;0.0;60.9;14.9;84.3;54.1;32.2;2.6;19.5;5.8;17.5;3.8;19.4;3.9;Largentière
07186;374;10.8;14.0;22580.0;18.6;15.9;14.3;16.3;2.08;31.7;11.0;0.4;76.8;28.1;71.6;65.6;21.7;1.9;22.7;4.5;16.5;3.2;23.5;3.2;Privas
07201;91;15.9;15.0;21790.0;20.9;21.4;10.8;11.2;1.91;27.9;4.6;0.0;51.9;20.6;78.4;61.0;33.6;3.8;16.1;12.9;33.8;3.0;23.5;3.2;Ruoms
07324;437;10.4;12.1;23030.0;19.2;27.9;13.5;17.7;2.19;30.8;5.4;0.2;85.9;29.2;70.2;124.9;28.3;3.2;35.2;8.0;17.4;1.8;16.9;2.3;Tournon-sur-Rhône
07330;90;13.5;16.4;21290.0;18.9;21.1;12.0;15.1;2.05;29.4;4.6;0.0;52.4;19.7;79.9;33.4;29.8;3.3;19.0;9.5;30.3;0.0;19.5;1.9;Vallon-Pont-d'Arc
07334;155;15.9;22.6;20120.0;18.6;22.3;19.7;13.0;1.91;27.8;4.0;0.4;51.6;16.0;82.9;23.0;27.0;3.8;10.6;10.6;30.8;4.1;20.1;3.2;Les Vans
07338;47;12.9;20.7;19760.0;21.3;19.3;16.2;17.0;2.1;24.9;4.4;0.3;63.5;14.3;85.2;35.4;27.8;2.8;55.9;8.4;25.2;5.5;20.8;2.8;Vernoux-en-Vivarais
07341;95;13.1;15.6;21740.0;22.7;12.3;12.6;17.1;2.18;32.5;10.0;0.2;73.5;17.4;81.8;46.0;27.3;2.5;77.9;7.8;23.4;7.4;16.9;1.9;Villeneuve-de-Berg
07349;179;11.1;12.0;22680.0;20.8;28.4;15.2;17.5;2.19;32.4;12.4;0.0;87.5;26.1;73.3;132.8;29.6;2.5;27.1;6.1;18.9;1.3;16.6;2.7;La Voulte-sur-Rhône
08090;104;10.0;20.9;20300.0;26.2;29.2;14.1;17.4;2.22;29.1;7.0;0.1;83.7;13.8;86.0;43.5;26.1;2.9;31.5;5.2;13.6;2.1;18.0;5.2;Carignan
08105;1007;10.0;20.3;21020.0;23.6;24.9;17.6;17.0;2.11;43.7;23.3;0.4;86.5;38.6;60.9;100.1;34.0;3.9;32.5;7.8;17.5;2.2;;3.7;Charleville-Mézières
08185;58;11.9;21.1;19660.0;35.7;37.3;15.5;14.6;2.13;32.3;10.5;0.2;77.6;15.9;82.8;49.4;24.9;2.6;35.6;5.3;16.0;0.0;19.7;7.1;Fumay
08190;87;9.4;19.8;20490.0;26.6;27.6;14.0;18.1;2.16;38.5;13.1;0.1;81.8;25.4;72.6;119.2;12.4;3.4;63.7;7.1;19.1;1.4;;3.5;Givet
08302;74;11.3;18.0;20620.0;31.6;38.3;17.4;14.7;2.09;32.5;13.6;0.0;76.7;15.7;83.3;54.1;32.1;2.3;0.0;4.9;19.7;0.0;20.8;6.6;Monthermé
08328;90;9.3;22.5;19720.0;28.0;32.0;15.3;16.0;2.16;36.3;20.2;0.1;84.4;21.9;77.8;177.2;34.2;2.5;24.6;2.5;17.2;0.0;20.7;2.5;Nouzonville
08362;390;9.0;14.1;21940.0;22.9;27.2;13.4;19.1;2.28;29.4;10.8;0.3;86.5;16.1;83.3;32.8;16.5;3.7;18.9;7.0;12.9;1.1;17.1;3.5;Rethel
08363;153;9.7;21.4;19940.0;29.3;27.0;15.3;16.9;2.19;30.5;10.3;0.1;82.3;16.8;82.7;44.5;28.3;3.0;46.9;4.7;19.4;5.3;19.4;3.4;Revin
08409;571;10.0;20.7;20430.0;26.7;30.6;17.4;16.5;2.11;42.9;21.4;0.2;87.1;35.3;64.1;82.3;29.7;3.3;31.5;6.5;18.7;2.7;19.2;4.1;Sedan
08490;240;13.3;17.3;21140.0;27.2;26.9;11.9;15.6;2.08;25.1;6.5;0.0;78.2;13.9;85.4;16.4;20.8;3.8;23.6;10.1;18.9;1.2;19.2;4.7;Vouziers
09122;258;12.9;18.7;21570.0;15.5;15.0;19.3;14.4;1.96;34.3;5.9;0.2;76.8;25.5;72.9;56.9;28.7;4.4;51.1;11.6;23.2;5.4;20.0;4.2;Foix
09160;333;16.2;22.1;19320.0;26.6;22.5;15.3;11.8;1.94;26.7;3.8;0.1;68.0;15.6;83.7;35.2;28.2;3.1;28.7;4.8;30.6;0.9;23.5;2.9;Lavelanet
09167;120;11.2;15.4;22040.0;20.2;20.6;14.6;17.2;2.19;26.1;3.0;0.7;83.2;9.6;88.6;39.5;26.9;4.2;80.2;15.0;37.1;4.0;;4.0;Lézat-sur-Lèze
09185;162;12.5;13.0;22130.0;20.5;24.5;15.3;17.4;2.18;28.5;2.9;0.0;83.2;9.1;90.3;40.4;29.2;3.5;22.3;8.9;25.7;4.3;17.5;3.4;Mazères
09194;90;12.8;20.3;20230.0;19.9;19.4;17.5;14.3;2.03;28.8;1.9;0.3;74.2;13.7;85.2;23.7;28.3;2.5;40.6;5.4;17.6;0.0;19.9;4.1;Mirepoix
09225;435;10.7;16.0;21390.0;18.1;19.5;18.6;17.1;2.14;34.3;5.6;0.3;87.2;22.8;76.4;84.1;29.7;4.5;24.1;8.3;27.6;3.0;17.1;2.2;Pamiers
09261;393;15.1;23.5;20210.0;18.3;17.5;20.3;13.2;1.9;25.7;2.4;0.5;52.6;13.9;85.3;18.0;21.8;3.3;37.6;7.5;21.4;2.2;18.7;3.0;Saint-Girons
09282;85;10.6;13.5;22010.0;19.8;13.7;16.2;17.4;2.16;34.8;6.4;0.2;87.8;18.4;80.9;59.1;28.7;3.0;0.0;9.0;30.5;3.5;;1.8;Saverdun
09306;214;14.8;18.5;20840.0;20.2;21.6;15.3;12.6;1.94;27.5;6.5;0.3;42.1;26.6;71.7;12.4;27.7;3.4;26.2;9.2;28.8;1.3;19.7;3.3;Tarascon-sur-Ariège
10003;178;11.1;13.6;21750.0;24.0;28.0;10.8;16.5;2.18;19.0;5.9;0.1;76.5;6.1;93.4;24.9;26.5;2.2;33.3;3.3;12.0;0.0;;2.0;Aix-Villemaur-Pâlis
10006;178;10.5;11.9;22360.0;24.2;27.0;12.9;17.0;2.2;26.9;7.3;0.4;85.2;10.8;88.1;16.5;28.3;2.5;21.6;4.3;10.1;3.0;15.4;2.2;Arcis-sur-Aube
10033;194;13.2;16.1;21520.0;29.6;32.9;13.9;14.1;2.0;31.8;16.6;0.1;76.7;19.1;80.4;18.5;26.4;2.3;14.2;5.7;13.5;1.4;19.8;4.3;Bar-sur-Aube
10034;251;12.7;14.4;22410.0;30.7;32.6;14.8;14.7;2.06;25.7;10.0;0.4;72.7;10.2;89.4;18.1;22.9;2.5;17.5;5.8;16.9;2.3;18.3;3.5;Bar-sur-Seine
10064;176;13.1;13.0;21880.0;28.1;25.5;14.2;14.1;2.03;27.6;10.5;0.2;81.3;11.8;86.9;19.8;26.5;3.1;10.1;4.0;11.1;2.1;21.3;3.0;Brienne-le-Château
10268;218;10.9;13.5;22530.0;26.1;26.8;13.5;18.6;2.25;32.0;15.0;0.3;79.5;19.7;79.3;39.8;30.7;2.3;12.5;3.1;11.3;2.5;;2.5;Nogent-sur-Seine
10323;426;10.8;18.4;20740.0;27.4;27.7;16.9;18.5;2.17;32.4;16.8;0.1;85.2;14.8;84.7;45.1;32.8;2.7;7.9;4.5;12.4;1.0;18.0;2.9;Romilly-sur-Seine
10387;1803;10.0;17.8;21490.0;24.5;23.3;19.8;18.1;2.07;46.4;23.3;0.6;89.4;46.7;52.5;126.9;25.2;3.7;23.0;7.2;11.9;2.0;16.3;2.5;Troyes
11049;197;11.0;17.4;20800.0;20.0;24.2;15.4;17.7;2.21;31.0;5.2;0.4;80.0;8.8;90.7;54.3;23.2;2.8;31.5;6.3;23.9;0.0;16.7;3.8;Bram
11069;1124;11.9;21.4;20640.0;19.7;15.5;18.8;15.8;2.05;37.8;12.2;0.3;83.4;28.2;71.0;113.7;23.5;3.4;25.0;7.6;23.2;2.5;19.8;3.8;Carcassonne
11076;248;11.0;16.3;21170.0;19.3;24.2;18.8;15.5;2.1;39.0;8.5;0.5;85.7;24.0;74.8;66.3;26.4;2.9;25.1;5.4;18.4;4.2;16.3;2.9;Castelnaudary
11106;189;13.7;17.3;21290.0;19.8;22.7;14.6;14.4;2.07;24.7;4.4;0.7;41.6;29.3;70.3;139.5;35.6;3.3;15.3;13.0;26.7;1.5;23.0;3.8;Coursan
11203;458;12.3;21.5;20000.0;24.3;22.4;16.1;16.3;2.14;27.4;5.6;0.4;75.2;10.5;88.9;45.5;31.9;3.7;29.0;7.9;24.5;2.1;20.4;4.5;Lézignan-Corbières
11206;335;14.0;20.4;20530.0;21.8;22.0;19.0;14.3;2.03;31.1;5.0;0.3;79.3;15.2;84.2;44.2;25.3;2.9;23.2;5.8;27.0;2.2;22.6;2.7;Limoux
11262;1283;12.8;21.0;20640.0;20.0;19.4;19.5;15.7;1.99;41.6;11.6;0.5;66.6;43.4;55.4;149.9;33.2;4.2;29.4;9.7;25.6;2.2;20.0;3.4;Narbonne
11266;100;16.0;23.1;19610.0;28.3;26.8;21.3;13.5;1.89;41.9;16.5;0.1;39.3;47.1;52.5;206.0;34.6;3.1;17.0;0.0;22.1;3.2;26.9;5.1;Port-la-Nouvelle
11304;253;17.0;29.6;18170.0;22.9;18.0;17.5;11.0;1.83;27.3;5.5;0.2;54.0;11.1;87.9;14.0;23.2;2.7;42.2;7.0;31.7;2.8;24.2;5.6;Quillan
11379;153;13.6;19.0;20720.0;19.8;19.0;14.8;15.2;2.07;24.7;4.5;0.4;65.9;11.6;84.3;33.4;34.7;3.3;16.4;9.0;27.8;1.6;21.1;4.1;Sigean
11397;115;12.0;21.2;20330.0;23.5;23.7;18.4;16.2;2.18;33.3;10.5;0.4;83.4;16.3;83.4;108.6;23.4;4.1;0.0;9.4;20.0;2.3;;3.5;Trèbes
12052;116;15.5;13.2;21490.0;20.7;26.1;13.0;14.6;2.03;26.4;4.4;0.6;77.2;17.4;81.9;80.1;30.9;2.6;24.8;3.7;24.8;0.0;20.2;2.5;Capdenac-Gare
12056;79;10.5;10.1;23050.0;14.2;25.2;10.3;18.7;2.33;19.8;3.7;0.2;80.7;11.7;86.8;41.0;30.5;3.0;39.7;6.6;30.4;0.0;15.8;2.6;Baraqueville
12089;311;17.2;18.3;20340.0;22.3;22.6;13.9;13.0;1.93;29.5;8.7;0.2;72.2;28.1;71.5;81.2;32.4;3.5;10.3;7.2;22.7;0.0;23.0;4.6;Decazeville
12096;244;17.2;13.6;21800.0;23.3;21.0;11.6;12.9;2.02;22.0;2.8;0.2;65.2;20.8;78.9;24.4;28.2;3.8;41.4;10.6;37.8;2.3;21.5;4.7;Espalion
12119;203;18.3;19.1;20390.0;26.5;20.8;8.2;12.3;2.0;19.7;2.3;0.1;53.8;12.3;87.2;10.5;27.7;3.9;18.0;9.9;24.4;1.8;;6.3;Laguiole
12120;79;12.8;12.9;21460.0;18.5;16.2;11.3;17.1;2.16;23.4;3.6;0.0;70.1;12.2;86.3;21.5;28.9;3.7;73.4;9.2;16.5;3.6;19.3;3.7;Laissac-Sévérac l'Église
12133;243;12.5;10.7;23030.0;19.4;22.4;9.9;16.2;2.16;19.3;3.1;0.2;74.9;14.2;85.2;28.5;29.4;3.7;23.8;9.1;24.3;2.9;18.6;3.3;Luc-la-Primaube
12138;151;13.1;11.3;23200.0;17.1;22.5;11.5;15.9;2.18;18.2;2.2;0.2;71.4;9.6;89.7;28.2;28.8;3.3;31.0;8.5;14.7;3.1;18.1;2.3;Marcillac-Vallon
12145;478;12.8;15.2;21330.0;19.8;21.7;15.1;14.7;2.02;31.7;8.4;0.2;68.2;32.6;66.8;24.2;30.8;3.6;58.6;9.4;25.5;4.1;19.3;3.6;Millau
12148;84;15.2;13.2;21960.0;18.5;20.9;11.8;16.3;2.12;20.7;2.7;0.0;74.9;9.5;89.5;34.7;31.4;3.7;35.9;10.8;44.9;0.0;19.0;3.6;Montbazens
12169;98;18.4;15.3;21490.0;18.4;23.6;8.4;12.8;2.04;18.6;3.4;0.0;67.7;8.6;90.7;28.4;31.9;4.3;43.4;17.3;41.2;4.2;22.4;4.3;Naucelle
12197;178;17.9;20.7;19700.0;25.7;20.2;10.0;12.1;2.05;17.0;1.7;0.3;63.2;7.6;91.6;16.6;25.9;2.5;0.0;6.7;34.4;1.9;21.8;4.8;Réquista
12198;80;17.1;18.2;20280.0;22.8;20.6;10.6;12.7;2.05;17.4;3.6;0.0;69.8;10.5;88.3;20.4;31.6;2.9;36.3;5.4;54.5;0.0;23.8;3.6;Rieupeyroux
12199;51;12.0;10.6;22700.0;17.2;19.6;10.2;18.8;2.23;23.8;3.1;0.0;75.5;18.3;81.3;41.5;28.9;3.5;24.6;7.4;34.4;4.9;15.9;4.9;Rignac
12202;544;11.0;12.3;23570.0;14.8;18.4;14.0;15.2;1.93;39.9;7.2;0.3;86.7;55.5;44.1;162.8;29.7;3.9;30.3;7.1;23.2;3.8;19.6;3.6;Rodez
12208;359;14.8;16.4;21030.0;19.9;23.1;13.9;13.9;1.99;26.1;4.9;0.1;63.0;20.5;78.4;16.7;20.5;2.6;22.6;6.8;29.9;3.6;;4.5;Saint-Affrique
12224;74;18.1;16.8;20470.0;26.2;18.0;10.5;11.1;1.94;20.8;1.7;0.2;53.7;14.3;85.1;15.9;28.9;3.1;0.0;5.0;20.0;0.0;22.1;5.0;Saint Geniez d'Olt et d'Aubrac
12270;89;14.2;14.1;21410.0;19.2;24.7;15.3;14.4;2.04;22.2;3.6;0.0;60.5;16.1;83.6;12.5;31.9;2.8;39.1;7.8;27.4;3.9;21.3;3.9;Sévérac d'Aveyron
12300;414;15.7;16.7;21140.0;21.5;21.1;12.9;14.3;2.03;26.2;3.8;0.3;71.0;19.3;80.3;36.9;30.2;3.2;20.3;6.4;29.1;2.0;19.4;2.7;Villefranche-de-Rouergue
13001;2984;9.8;11.9;26090.0;15.6;14.9;17.2;16.0;2.12;44.6;13.3;0.7;88.4;55.7;43.2;384.9;28.7;4.5;54.3;11.3;19.1;3.2;16.1;3.1;Aix-en-Provence
13004;622;11.6;22.8;20540.0;23.8;16.9;18.1;16.0;2.09;43.8;18.1;0.6;82.4;41.3;57.7;68.6;30.0;4.3;20.9;9.8;28.0;2.0;19.9;4.4;Arles
13022;236;15.3;9.2;27340.0;16.5;17.8;15.2;14.6;2.15;33.8;11.4;0.3;73.2;54.3;45.2;315.0;37.8;5.1;46.5;12.9;32.0;2.9;19.8;4.1;Cassis
